id,element,useCase,type,component
1,User:selects an appropriate time period to look for data,Create reports,boundary,selecttheappropriatepostings
2,User:Homepage,Create reports,boundary,Homepage
3,User:selects Export Report,Create reports,boundary,selecttheappropriatepostings
4,outputs its Hiring Data in a readable format:Homepage,Create reports,boundary,Homepage
5,outputs its Hiring Data in a readable format:Posting db,Create reports,boundary,selecttheappropriatepostings
6,returns data from the time period:outputs its Hiring Data in a readable format,Create reports,control,fillsoutalloftherequireddatacorrectly
7,selects Export Report:outputs its Hiring Data in a readable format,Create reports,control,fillsoutalloftherequireddatacorrectly
8,selects an appropriate time period to look for data:returns data from the time period,Create reports,boundary,selecttheappropriatepostings
9,stl#User:selects an appropriate time period to look for data,Create reports,Stimulus,undefined
10,stl#User:Homepage,Create reports,Stimulus,undefined
11,stl#User:selects Export Report,Create reports,Stimulus,undefined
