id,path,functional,transactional,path_length,diagram,useCase
1,User->subscribe for notification button->save preferences for subscription->account,EI,CTRL|DM|EI,undefined,Email subscription,Email subscription
2,User->subscribe for notification button->save preferences for subscription->invalid email address message,EQ,CTRL|INT,undefined,Email subscription,Email subscription
