id,element,useCase,type,component
1,User:Write new blog and click post,UC10: Create blog,entity,Blog
2,User:Click post blog,UC10: Create blog,entity,Blog
3,User:Homepage,UC10: Create blog,control,Homepage
4,Click post blog:Redirect to write blog page,UC10: Create blog,entity,Blog
5,added into database:Homepage,UC10: Create blog,control,Homepage
6,New blog is posted on website :added into database,UC10: Create blog,control,addedintodatabase
7,Write new blog and click post:New blog is posted on website ,UC10: Create blog,entity,Blog
8,Redirect to write blog page:New blog is posted on website ,UC10: Create blog,entity,Blog
9,added into database:blog db,UC10: Create blog,entity,Blog
10,stl#User:Write new blog and click post,UC10: Create blog,Stimulus,undefined
11,stl#User:Click post blog,UC10: Create blog,Stimulus,undefined
12,stl#User:Homepage,UC10: Create blog,Stimulus,undefined
