id,element,useCase,type,outboundDegree,inboundDegree
1,User:Confirm Dialog,Suspend User - Confirm,0,undefined,undefined
2,User:User List,Suspend User - Confirm,0,undefined,undefined
3,User:Click user suspend button,Suspend User - Confirm,0,undefined,undefined
4,Click user suspend button:Prompt confirm dialog,Suspend User - Confirm,0,undefined,undefined
5,Confirm Dialog:Suspend User,Suspend User - Confirm,0,undefined,undefined
6,Prompt confirm dialog:Confirm Dialog,Suspend User - Confirm,0,undefined,undefined
7,Suspend User:User,Suspend User - Confirm,0,undefined,undefined
8,Suspend User:User List,Suspend User - Confirm,0,undefined,undefined
9,stl#User:Confirm Dialog,Suspend User - Confirm,0,undefined,undefined
10,stl#User:User List,Suspend User - Confirm,0,undefined,undefined
11,stl#User:Click user suspend button,Suspend User - Confirm,0,undefined,undefined
