id,operation,element
1,Listofswitches,Listofswitches
2,switchdetailpage,Listofswitches
3,updateswitchstatus,Listofswitches
4,Addfavoritescreen,Addfavoritescreen
5,Favoriate,Addfavoritescreen
6,Errormessagewhenupdating,Errormessagewhenupdating
7,deleteconfirmdialog,deleteconfirmdialog
