id,element,useCase,type,component
1,guests:guest list page,delete guest list,control,Guest
2,guests:confirmation message,delete guest list,boundary,successmessage
3,guests:delete error message,delete guest list,boundary,successmessage
4,delete the list:confirmation message,delete guest list,boundary,successmessage
5,delete the list:delete error message,delete guest list,boundary,successmessage
6,delete the list:guest info,delete guest list,control,Guest
7,guest list page:delete the list,delete guest list,control,deletethelist
8,stl#guests:guest list page,delete guest list,Stimulus,undefined
9,stl#guests:confirmation message,delete guest list,Stimulus,undefined
10,stl#guests:delete error message,delete guest list,Stimulus,undefined
