id,element,useCase,type,component
1,User:user information input page,Edit User,entity,userinfo
2,User:USC ID existing error,Edit User,entity,checkuscidexistornot
3,User:success message,Edit User,control,successmessage
4,User:user management page,Edit User,boundary,searchpanal
5,User:"manage user" link,Edit User,entity,userinfo
6,User:display invalid email format,Edit User,control,displayinvalidemailformat
7,User:Display usc Id empty error,Edit User,control,displayinvalidemailformat
8,"manage user" link:redirect to a pgage for user management,Edit User,boundary,redirecttoapagewiththecurerntsiteslist
9,check usc id exist or not:Display usc Id empty error,Edit User,control,displayinvalidemailformat
10,check usc id exist or not:USC ID existing error,Edit User,entity,checkuscidexistornot
11,add user into db:display success message,Edit User,control,successmessage
12,check usc id exist or not:add user into db,Edit User,entity,userinfo
13,check usc id exist or not:display invalid email format,Edit User,control,displayinvalidemailformat
14,user information input page:check usc id exist or not,Edit User,entity,checkuscidexistornot
15,display form with text input area:user information input page,Edit User,entity,userinfo
16,user management page:display form with text input area,Edit User,control,displayinvalidemailformat
17,display success message:success message,Edit User,control,successmessage
18,redirect to a pgage for user management:user management page,Edit User,boundary,searchpanal
19,redirect to a pgage for user management:user management,Edit User,entity,userinfo
20,stl#User:user information input page,Edit User,Stimulus,undefined
21,stl#User:USC ID existing error,Edit User,Stimulus,undefined
22,stl#User:success message,Edit User,Stimulus,undefined
23,stl#User:user management page,Edit User,Stimulus,undefined
24,stl#User:"manage user" link,Edit User,Stimulus,undefined
25,stl#User:display invalid email format,Edit User,Stimulus,undefined
26,stl#User:Display usc Id empty error,Edit User,Stimulus,undefined
