id, function, functional, DET, FTR, boundaries, controls, entities, typeStr
1,User:requirements lists,EQ,0,1,1,0,0,boundary
2,User:deletion success message,EQ,0,1,1,0,0,boundary
3,User:addition fails,EQ,0,1,1,0,0,boundary
4,User:add new course page-->add new course page:check correctness of the input-->check correctness of the input:course,EQ,1,3,2,1,0,boundary->control->boundary
5,User:add new course page-->add new course page:check correctness of the input-->check correctness of the input:requirements lists,EQ,0,3,2,1,0,boundary->control->boundary
6,User:add new course page-->add new course page:check correctness of the input-->check correctness of the input:add courses to db-->add courses to db:addition fails,EQ,1,4,3,1,0,boundary->control->boundary->boundary
7,User:add new course page-->add new course page:check correctness of the input-->check correctness of the input:add courses to db-->add courses to db:course,EQ,2,4,3,1,0,boundary->control->boundary->boundary
8,User:add new course page-->add new course page:check correctness of the input-->check correctness of the input:add courses to db-->add courses to db:show confirmation course is added-->show confirmation course is added:deletion success message,EQ,1,5,4,1,0,boundary->control->boundary->boundary->boundary
9,User:choose requirement types-->choose requirement types:show specified requirements by parameters-->show specified requirements by parameters:requirements lists,EQ,1,3,3,0,0,boundary->boundary->boundary
10,User:choose requirement types-->choose requirement types:show specified requirements by parameters-->show specified requirements by parameters:course requirements,EQ,1,3,3,0,0,boundary->boundary->boundary
11,User:choose requirement types-->choose requirement types:show specified requirements by parameters-->show specified requirements by parameters:check correct newss of the input-->check correct newss of the input:course requirements,EQ,3,4,3,1,0,boundary->boundary->control->boundary
12,User:choose requirement types-->choose requirement types:show specified requirements by parameters-->show specified requirements by parameters:check correct newss of the input-->check correct newss of the input:show confirmation the new requirement is added-->show confirmation the new requirement is added:updae success message,EQ,3,5,4,1,0,boundary->boundary->control->boundary->boundary
13,User:choose requirement types-->choose requirement types:show specified requirements by parameters-->show specified requirements by parameters:check correct newss of the input-->check correct newss of the input:incorrect input,EI,3,4,2,2,0,boundary->boundary->control->control
14,User:incorrect input,EQ,0,1,0,1,0,control
15,User:updae success message,EQ,0,1,1,0,0,boundary
16,User:delete success message,EQ,0,1,1,0,0,boundary
17,User:deletion fails,EQ,1,1,1,0,0,boundary
18,User:delete button-->delete button:check correctness of the input-->check correctness of the input:input is incorrect,EI,1,3,1,2,0,boundary->control->control
19,User:delete button-->delete button:check correctness of the input-->check correctness of the input:delete course-->delete course:show confirmation course is deleted-->show confirmation course is deleted:delete success message,EQ,2,5,4,1,0,boundary->control->boundary->boundary->boundary
20,User:delete button-->delete button:check correctness of the input-->check correctness of the input:delete course-->delete course:deletion fails,EQ,3,4,3,1,0,boundary->control->boundary->boundary
21,User:delete button-->delete button:check correctness of the input-->check correctness of the input:delete course-->delete course:course,EQ,3,4,3,1,0,boundary->control->boundary->boundary
22,User:delete button-->delete button:check correctness of the input-->check correctness of the input:course,EQ,2,3,2,1,0,boundary->control->boundary
23,User:input is incorrect,EQ,0,1,0,1,0,control
24,User:deletion can not finish,EQ,0,1,1,0,0,boundary
25,User:Delete requirement button-->Delete requirement button:check correctness of the input-->check correctness of the input:course requirements,EQ,2,3,2,1,0,boundary->control->boundary
26,User:Delete requirement button-->Delete requirement button:check correctness of the input-->check correctness of the input:delete requirement from db-->delete requirement from db:show confirmation requirement is deleted-->show confirmation requirement is deleted:deletion success message,EQ,2,5,4,1,0,boundary->control->boundary->boundary->boundary
27,User:Delete requirement button-->Delete requirement button:check correctness of the input-->check correctness of the input:delete requirement from db-->delete requirement from db:deletion can not finish,EQ,2,4,3,1,0,boundary->control->boundary->boundary
28,User:Delete requirement button-->Delete requirement button:check correctness of the input-->check correctness of the input:delete requirement from db-->delete requirement from db:course requirements,EQ,3,4,3,1,0,boundary->control->boundary->boundary
29,User:Delete requirement button-->Delete requirement button:check correctness of the input-->check correctness of the input:requirements lists,EQ,1,3,2,1,0,boundary->control->boundary
30,User:username or password is wrong,EQ,0,1,0,0,1,entity
31,User:homepage,EQ,0,1,1,0,0,boundary
32,User:Login page-->Login page:retrieve information associated with username-->retrieve information associated with username:username db,EI,1,3,2,0,1,boundary->boundary->entity
33,User:Login page-->Login page:retrieve information associated with username-->retrieve information associated with username:username or password is wrong,EI,1,3,2,0,1,boundary->boundary->entity
34,User:Login page-->Login page:retrieve information associated with username-->retrieve information associated with username:homepage,EQ,1,3,3,0,0,boundary->boundary->boundary
35,User:logout message,EQ,0,1,1,0,0,boundary
36,User:logout button-->logout button:show message that senssion was closed-->show message that senssion was closed:username db,EI,1,3,2,0,1,boundary->boundary->entity
37,User:logout button-->logout button:show message that senssion was closed-->show message that senssion was closed:logout message,EQ,1,3,3,0,0,boundary->boundary->boundary
38,User:logout button-->logout button:show message that senssion was closed-->show message that senssion was closed:homepage,EQ,1,3,3,0,0,boundary->boundary->boundary
39,User:input data is not currect message,EQ,0,1,1,0,0,boundary
40,User:update success message,EQ,0,1,1,0,0,boundary
41,User:update fails,EQ,0,1,1,0,0,boundary
42,User:add new course pageupdate source page-->add new course pageupdate source page:check correctness of the input-->check correctness of the input:input data is not currect message,EQ,0,3,3,0,0,boundary->boundary->boundary
43,User:add new course pageupdate source page-->add new course pageupdate source page:check correctness of the input-->check correctness of the input:requirements lists,EQ,0,3,3,0,0,boundary->boundary->boundary
44,User:add new course pageupdate source page-->add new course pageupdate source page:check correctness of the input-->check correctness of the input:course,EQ,1,3,3,0,0,boundary->boundary->boundary
45,User:add new course pageupdate source page-->add new course pageupdate source page:check correctness of the input-->check correctness of the input:update courses to db-->update courses to db:update fails,EQ,1,4,4,0,0,boundary->boundary->boundary->boundary
46,User:add new course pageupdate source page-->add new course pageupdate source page:check correctness of the input-->check correctness of the input:update courses to db-->update courses to db:show confirmation course is updated-->show confirmation course is updated:update success message,EQ,1,5,5,0,0,boundary->boundary->boundary->boundary->boundary
47,User:add new course pageupdate source page-->add new course pageupdate source page:check correctness of the input-->check correctness of the input:update courses to db-->update courses to db:course,EQ,2,4,4,0,0,boundary->boundary->boundary->boundary
48,User:update requiremeents page-->update requiremeents page:check correctness of the input-->check correctness of the input:udpate user profile-->udpate user profile:show confirmation requirement is updated-->show confirmation requirement is updated:updae success message,EQ,1,5,3,1,1,boundary->control->entity->boundary->boundary
49,User:update requiremeents page-->update requiremeents page:check correctness of the input-->check correctness of the input:udpate user profile-->udpate user profile:incorrect input,EI,0,4,1,2,1,boundary->control->entity->control
50,User:update requiremeents page-->update requiremeents page:check correctness of the input-->check correctness of the input:udpate user profile-->udpate user profile:course requirements,EQ,1,4,2,1,1,boundary->control->entity->boundary
51,User:update requiremeents page-->update requiremeents page:check correctness of the input-->check correctness of the input:course requirements,EQ,1,3,2,1,0,boundary->control->boundary
52,User:update requiremeents page-->update requiremeents page:check correctness of the input-->check correctness of the input:requirements lists,EQ,0,3,2,1,0,boundary->control->boundary
53,User:not appropriate message,EQ,0,1,1,0,0,boundary
54,User:add new user-->add new user:show empty user profile-->show empty user profile:add user profile page-->add user profile page:check correctness of the data-->check correctness of the data:not appropriate message,EQ,2,5,2,1,2,boundary->entity->entity->control->boundary
55,User:add new user-->add new user:show empty user profile-->show empty user profile:add user profile page-->add user profile page:check correctness of the data-->check correctness of the data:user info,EI,3,5,1,1,3,boundary->entity->entity->control->entity
56,User:add new user-->add new user:show empty user profile-->show empty user profile:add user profile page-->add user profile page:check correctness of the data-->check correctness of the data:add new user to the db-->add new user to the db:success message,EQ,3,6,3,1,2,boundary->entity->entity->control->boundary->boundary
57,User:add new user-->add new user:show empty user profile-->show empty user profile:add user profile page-->add user profile page:check correctness of the data-->check correctness of the data:add new user to the db-->add new user to the db:user info,EQ,4,6,2,1,3,boundary->entity->entity->control->boundary->entity
58,User:add user profile page-->add user profile page:check correctness of the data-->check correctness of the data:not appropriate message,EO,0,3,1,1,1,entity->control->boundary
59,User:add user profile page-->add user profile page:check correctness of the data-->check correctness of the data:user info,EI,1,3,0,1,2,entity->control->entity
60,User:add user profile page-->add user profile page:check correctness of the data-->check correctness of the data:add new user to the db-->add new user to the db:success message,EO,1,4,2,1,1,entity->control->boundary->boundary
61,User:add user profile page-->add user profile page:check correctness of the data-->check correctness of the data:add new user to the db-->add new user to the db:user info,EQ,2,4,1,1,2,entity->control->boundary->entity
62,User:success message,EQ,0,1,1,0,0,boundary
63,User:delete user-->delete user:requests confirmation for deletion the user-->requests confirmation for deletion the user:deletion confirmation dialog-->deletion confirmation dialog:delete user from database-->delete user from database:the user cannot be delete error message,EQ,3,5,3,0,2,entity->boundary->boundary->entity->boundary
64,User:delete user-->delete user:requests confirmation for deletion the user-->requests confirmation for deletion the user:deletion confirmation dialog-->deletion confirmation dialog:delete user from database-->delete user from database:redirect to initial page-->redirect to initial page:user info,EQ,4,6,2,1,3,entity->boundary->boundary->entity->control->entity
65,User:delete user-->delete user:requests confirmation for deletion the user-->requests confirmation for deletion the user:deletion confirmation dialog-->deletion confirmation dialog:delete user from database-->delete user from database:redirect to initial page-->redirect to initial page:initial page,EQ,4,6,3,1,2,entity->boundary->boundary->entity->control->boundary
66,User:delete user-->delete user:requests confirmation for deletion the user-->requests confirmation for deletion the user:deletion confirmation dialog-->deletion confirmation dialog:delete user from database-->delete user from database:user info,EQ,4,5,2,0,3,entity->boundary->boundary->entity->entity
67,User:deletion confirmation dialog-->deletion confirmation dialog:delete user from database-->delete user from database:the user cannot be delete error message,EQ,1,3,2,0,1,boundary->entity->boundary
68,User:deletion confirmation dialog-->deletion confirmation dialog:delete user from database-->delete user from database:redirect to initial page-->redirect to initial page:user info,EI,2,4,1,1,2,boundary->entity->control->entity
69,User:deletion confirmation dialog-->deletion confirmation dialog:delete user from database-->delete user from database:redirect to initial page-->redirect to initial page:initial page,EQ,2,4,2,1,1,boundary->entity->control->boundary
70,User:deletion confirmation dialog-->deletion confirmation dialog:delete user from database-->delete user from database:user info,EI,2,3,1,0,2,boundary->entity->entity
71,User:the user cannot be delete error message,EQ,0,1,1,0,0,boundary
72,User:initial page,EQ,0,1,1,0,0,boundary
73,User:list of requirements for soruces,EQ,0,1,1,0,0,boundary
74,User:No study plan satisfy the requirement,EQ,0,1,1,0,0,boundary
75,User:choose degree and year button-->choose degree and year button:show a list of requirements-->show a list of requirements:list of requirements for soruces,EQ,1,3,3,0,0,boundary->boundary->boundary
76,User:choose degree and year button-->choose degree and year button:show a list of requirements-->show a list of requirements:course requirements,EQ,1,3,3,0,0,boundary->boundary->boundary
77,User:choose degree and year button-->choose degree and year button:show a list of requirements-->show a list of requirements:consturct the study plan-->consturct the study plan:show study plan-->show study plan:updae success message,EQ,2,5,3,2,0,boundary->boundary->control->control->boundary
78,User:choose degree and year button-->choose degree and year button:show a list of requirements-->show a list of requirements:consturct the study plan-->consturct the study plan:study plan,EI,1,4,2,2,0,boundary->boundary->control->control
79,User:choose degree and year button-->choose degree and year button:show a list of requirements-->show a list of requirements:consturct the study plan-->consturct the study plan:No study plan satisfy the requirement,EQ,2,4,3,1,0,boundary->boundary->control->boundary
80,User:incorrect input message,EQ,0,1,0,1,0,control
81,User:update page-->update page:check the correctness of the data-->check the correctness of the data:update user to database-->update user to database:user info,EI,0,4,1,1,2,boundary->control->entity->entity
82,User:update page-->update page:check the correctness of the data-->check the correctness of the data:update user to database-->update user to database:updae success message,EQ,1,4,2,1,1,boundary->control->entity->boundary
83,User:update page-->update page:check the correctness of the data-->check the correctness of the data:update user to database-->update user to database:redirect to initial page-->redirect to initial page:user info,EQ,1,5,1,2,2,boundary->control->entity->control->entity
84,User:update page-->update page:check the correctness of the data-->check the correctness of the data:update user to database-->update user to database:redirect to initial page-->redirect to initial page:initial page,EQ,1,5,2,2,1,boundary->control->entity->control->boundary
85,User:update page-->update page:check the correctness of the data-->check the correctness of the data:incorrect input message,EI,0,3,1,2,0,boundary->control->control
