NUM,UC,Tran_Num,Activity_Num,Actor_Num,Component_num,Boundary_Num,Control_Num,Entity_Num,EI,EQ,INT,DM,CTRL,EXTIVK,EXTCLL,TRAN_NA,NT,Avg_TL,Avg_TD, Avg_TC, Avg_DETs, Arch_Diff,EI,EO,EQ,FN,NI,NE,EXT,ERY,RED,WRT,SWTI,SWTII,SWTIII
1,Add new courses,8,16,0,5,4,1,0,0,0,3,0,3,0,3,5,3,10,3.272727272727273,7.333333333333333,1.6666666666666667,32.72727272727273,0,0,32,8,8,8,5.61,11.39,0,0,8.1184,12.5047,10.2749
2,Add new degreee requirement,8,16,0,3,2,1,0,0,0,2,0,3,0,2,5,3,10,5.636363636363637,7.333333333333333,3.6666666666666665,56.36363636363637,4,0,28,8,8,7,4.95,12.05,0,0,8.1184,22.264400000000006,15.408900000000001
3,Delete Cources,8,16,0,4,3,1,0,0,0,2,0,3,0,2,5,3,10,3.272727272727273,7.333333333333333,4,32.72727272727273,4,0,27,8,8,7,4.62,10.379999999999999,0,0,8.1184,11.873099999999999,9.5244
4,Delete degress requirement,8,16,0,3,2,1,0,0,0,3,0,3,0,3,5,3,10,5.090909090909091,7.333333333333333,3.3333333333333335,50.90909090909091,0,0,32,8,8,8,5.61,11.39,0,0,8.1184,19.4651,12.9064
5,Log in,5,10,0,3,2,0,1,1,0,1,1,2,0,2,3,2,8,2.4545454545454546,5.5,1.5,19.636363636363637,8,0,12,5,5,3,1.32,6.68,0.67,2.33,5.074,5.37,5.8340000000000005
6,Log out,5,10,0,4,3,0,1,0,0,2,0,2,0,2,3,2,8,2.090909090909091,5.5,1.5,16.727272727272727,4,0,16,5,5,4,2.6399999999999997,7.359999999999999,0,1,5.074,5.37,5.8340000000000005
7,Update attribute of already available courses,10,19,0,5,5,0,0,0,0,4,0,4,0,4,6,4,9,3.6923076923076925,6.5,1.25,33.23076923076923,0,0,40,10,10,10,8.58,17.42,0,0,10.147999999999998,14.8561,14.252
8,Update existing degree requirements,8,16,0,4,2,1,1,0,0,2,0,3,0,2,5,3,10,4,7.333333333333333,1,40,4,0,28,8,8,7,3.6300000000000003,8.370000000000001,1.34,1.6600000000000001,8.1184,15.213099999999999,11.215399999999999
9,add system user,10,16,0,4,2,1,1,0,0,2,0,2,0,2,8,2,24,3.5789473684210527,19,8,85.89473684210526,8,10,24,10,8,8,6.300000000000001,7.7,8.030000000000001,7.970000000000001,10.147999999999998,24.864199999999997,14.4895
10,delete system user,10,16,0,4,2,1,1,0,0,2,0,2,0,2,8,2,24,4.342105263157895,19,11,104.21052631578948,8,0,32,10,10,8,5.28,12.72,8.040000000000001,7.96,10.147999999999998,31.3611,18.088499999999996
11,enter cosntrains and construct study plan,8,16,0,4,3,1,0,0,0,3,0,3,0,3,5,3,10,3.8181818181818183,7.333333333333333,2.3333333333333335,38.18181818181819,4,0,28,8,8,7,4.95,12.05,0,0,8.1184,13.4789,12.060899999999998
12,update system user profile,8,16,0,4,2,1,1,0,0,2,0,3,0,2,5,3,10.666666666666666,3.2916666666666665,8,1,35.11111111111111,8,0,24,8,8,6,2.31,6.6899999999999995,2.68,3.3200000000000003,8.1184,13.709,9.5719
