id,path,functional,transactional,path_length,diagram,useCase
1,Traveler->Login main page->Validate/check->Account->Retrieve account info->Start auth session->display->Previous page (any page),FUNC_NA,CTRL|DM|EQ|INT,undefined,Login to tripplanner,Login to tripplanner - Android
2,Traveler->Login main page->display->Forget password page,EQ,CTRL|INT,undefined,Login to tripplanner,Login to tripplanner - Android
3,Traveler->Login main page->Display->Create account page,EQ,CTRL|INT,undefined,Login to tripplanner,Login to tripplanner - Android
4,Traveler->Main page->Display->Login main page,EQ,CTRL|INT,undefined,Login to tripplanner,Login to tripplanner - Android
