id,path,functional,transactional,path_length, boundary_num, control_num, entity_num, actor_num, utw, diagram,useCase
1,Owner->users list->change user file->user info,EI,CTRL|DM|EI,4,1,1,1,1,2,Authorize tour creator,Authorize tour creator
2,Owner->users list->change user file->send error message if not successful->Error message,EQ,CTRL|INT,5,2,2,0,1,5,Authorize tour creator,Authorize tour creator
3,retrieve user profile->users list->change user file->user info,FUNC_NA,TRAN_NA,4,1,2,1,0,2,Authorize tour creator,Authorize tour creator
4,retrieve user profile->users list->change user file->send error message if not successful->Error message,FUNC_NA,TRAN_NA,5,2,3,0,0,5,Authorize tour creator,Authorize tour creator
5,Owner->List of tours->delete tour->tours,EI,CTRL|DM|EI,4,1,1,1,1,2,Delete irrelevant tours,Delete irrelevant tours
6,retrieve tours->List of tours->delete tour->tours,FUNC_NA,TRAN_NA,4,1,2,1,0,2,Delete irrelevant tours,Delete irrelevant tours
7,Creator->Login page->check login Info->login error,EQ,CTRL|INT,4,2,1,0,1,5,Creator log in and register,Creator log in and register
8,Creator->Login page->check login Info->User Info,EI,CTRL|DM|EI,4,1,1,1,1,2,Creator log in and register,Creator log in and register
9,Creator->register page->process login info->sign up error message,EQ,CTRL|INT,4,2,1,0,1,5,Creator log in and register,Creator log in and register
10,Creator->register page->process login info->save user info->User Info,EI,CTRL|DM|EI,5,1,2,1,1,2,Creator log in and register,Creator log in and register
11,Creator->login error->redirect to login page->Login page,EQ,CTRL|INT,4,2,1,0,1,5,Creator log in and register,Creator log in and register
12,Creator->sign up error message->redirect to sign up page->register page,EQ,CTRL|INT,4,2,1,0,1,5,Creator log in and register,Creator log in and register
13,Creator->tour info page->process tour->tour info,EI,CTRL|DM|EI,4,1,1,1,1,1,Upload tours,Upload tours
14,Creator->tour info page->process tour->tour info error,EQ,CTRL|INT,4,2,1,0,1,4,Upload tours,Upload tours
15,taker->tour search criteria page->retrieve tour->tour info,EI,CTRL|DM|EI,4,1,1,1,1,1,Search for a tour,Search for a tour
16,taker->tour search criteria page->retrieve tour->list of tours,EQ,CTRL|INT,4,2,1,0,1,5,Search for a tour,Search for a tour
17,taker->tour search criteria page->retrieve tour->retrieve nearby tours->list of tours,EQ,CTRL|INT,5,2,2,0,1,5,Search for a tour,Search for a tour
18,taker->tour search criteria page->retrieve tour->retrieve nearby tours->tour info,EI,CTRL|DM|EI,5,1,2,1,1,2,Search for a tour,Search for a tour
19,Taker->list of stops->retrieve tour->empty map view,EQ,CTRL|INT,4,2,1,0,1,5,View a particular stop,View a particular stop
20,Taker->list of stops->retrieve tour->stop info,EQ,CTRL|INT,4,2,1,0,1,4,View a particular stop,View a particular stop
21,Taker->list of stops->retrieve tour->check internet connection->empty map view,EQ,CTRL|INT,5,2,2,0,1,5,View a particular stop,View a particular stop
22,Taker->list of stops->retrieve tour->check internet connection->tour info,EI,CTRL|DM|EI,5,1,2,1,1,1,View a particular stop,View a particular stop
23,Creator->tour detail page->check update information->tour info,EI,CTRL|DM|EI,4,1,1,1,1,1,Update tour,Update tour
24,Creator->tour detail page->check update information->Popup for reenter tour info,EQ,CTRL|INT,4,2,1,0,1,4,Update tour,Update tour
25,Creator->Tour detail->check tour detail->Information invalidity error,EQ,CTRL|INT,4,2,1,0,1,4,Creator modify tour details,Creator modify tour details
26,Creator->Tour detail->check tour detail->update tour detail->update error->Update error message,EQ,CTRL|INT,6,2,3,0,1,5,Creator modify tour details,Creator modify tour details
27,Creator->Tour detail->check tour detail->update tour detail->tour detail info,EI,CTRL|DM|EI,5,1,2,1,1,1,Creator modify tour details,Creator modify tour details
