id, element_name, attribute_num,operation_num
EAID_E4F15E0A_ADD0_4321_8D9D_D373028F17C1,Domain Model,0,0,0
EAID_9144BB41_6004_416c_80AF_1563B4016E38,Domain Objects,0,0,4
