id,path,functional,transactional,path_length, boundry_num, control_num, entity_num, actor_num, diagram,useCase
1,User->Upload Image button->File Chooser Windows->Cancel Button,EQ,CTRL|INT,4,undefined,1,0,1,Upload Image,Upload Image
2,User->Upload Image button->File Chooser Windows->Select the Image file,EQ,CTRL|INT,4,undefined,1,0,1,Upload Image,Upload Image
3,User->Open Button->Display Image in Coupon Image->Design Coupon screen,EQ,CTRL|INT,4,undefined,1,0,1,Upload Image,Upload Image
