id,element,type,outboundDegree,inboundDegree,diagram,useCase
1,list of unshipped orders,boundary,0,2,Check order,Check order,
2,orders,entity,0,1,Check order,Check order,
3,query list of unshipped orders,control,2,1,Check order,Check order,
4,unshipped orders button,boundary,1,1,Check order,Check order,
5,Admin,actor,2,0,Check order,Check order,
