id,path,functional,transactional,path_length, boundary_num, control_num, entity_num, actor_num, utw, diagram,useCase
34,User->Girls/Teams/Volunteers manage page->Delete girls/volunteers/teams->Teams,EI,CTRL|DM|EI,4,1,1,1,1,2,Manage teams/volunteers/girls,Manage teams/volunteers/girls
35,User->Data import page->Process data->Data format error message,EQ,CTRL|INT,4,2,1,0,1,5,Import data from csv,Import data from csv
36,User->Data import page->Process data->Save girls data->Invalid input user information,EQ,CTRL|INT,5,2,2,0,1,7,Import data from csv,Import data from csv
37,User->Data import page->Process data->Save girls data->User info,EI,CTRL|DM|EI,5,1,2,1,1,4,Import data from csv,Import data from csv
38,User->Data import page->Process data->Save Volunteers data->User info,EI,CTRL|DM|EI,5,1,2,1,1,4,Import data from csv,Import data from csv
39,User->Data import page->Process data->Save Volunteers data->Invalid input user information,EQ,CTRL|INT,5,2,2,0,1,7,Import data from csv,Import data from csv
40,User->Data import page->Process data->Save teams data->User info,EI,CTRL|DM|EI,5,1,2,1,1,4,Import data from csv,Import data from csv
41,User->Data import page->Process data->Save teams data->Invalid input user information,EQ,CTRL|INT,5,2,2,0,1,7,Import data from csv,Import data from csv
42,User->Date import button->Display data import page->Data import page,EQ,CTRL|INT,4,2,1,0,1,4,Import data from csv,Import data from csv
43,Admin->Select attendance button->Display attendance page->attendance,EI,CTRL|DM|EI,4,1,1,1,1,1,Export attendance,Export attendance
44,Admin->Select attendance button->Display attendance page->Attendance page,EQ,CTRL|INT,4,2,1,0,1,5,Export attendance,Export attendance
45,Admin->Attendance page->display type of attendance for export->attendance,EI,CTRL|DM|EI,4,1,1,1,1,2,Export attendance,Export attendance
46,Admin->Attendance page->display type of attendance for export->Types of attendance,EQ,CTRL|INT,4,2,1,0,1,7,Export attendance,Export attendance
47,Admin->Types of attendance->export data to csv file->Select file location to save->csv files,EI,CTRL|DM|EI,5,1,2,1,1,2,Export attendance,Export attendance
48,Admin->Types of attendance->export data to csv file->Select file location to save->Data export success message,EQ,CTRL|INT,5,2,2,0,1,7,Export attendance,Export attendance
49,Staff->Attendance page->display type of attendance for export->attendance,EI,CTRL|DM|EI,4,1,1,1,1,2,Export attendance,Export attendance
50,Staff->Attendance page->display type of attendance for export->Types of attendance,EQ,CTRL|INT,4,2,1,0,1,7,Export attendance,Export attendance
51,Staff->Types of attendance->export data to csv file->Select file location to save->csv files,EI,CTRL|DM|EI,5,1,2,1,1,2,Export attendance,Export attendance
52,Staff->Types of attendance->export data to csv file->Select file location to save->Data export success message,EQ,CTRL|INT,5,2,2,0,1,7,Export attendance,Export attendance
53,User->Attendance information page->query attendance detail information->Attendance information,EI,CTRL|DM|EI,4,1,1,1,1,2,Monitor attendance,Monitor attendance
54,User->Attendance information page->query attendance detail information->Attendance detail information,EQ,CTRL|INT,4,2,1,0,1,5,Monitor attendance,Monitor attendance
55,User->View girls/volunteers attendance button->query attendance information->Attendance information,EI,CTRL|DM|EI,4,1,1,1,1,1,Monitor attendance,Monitor attendance
56,User->View girls/volunteers attendance button->query attendance information->Attendance information page,EQ,CTRL|INT,4,2,1,0,1,4,Monitor attendance,Monitor attendance
57,Volunteer coach->Enter attendance detail page->validate input attendance info->save attendance detail->Duplicate attendance information,EQ,CTRL|INT,5,2,2,0,1,5,Record attendance,Record attendance
58,Volunteer coach->Enter attendance detail page->validate input attendance info->save attendance detail->Attendance Detail,EI,CTRL|DM|EI,5,1,2,1,1,2,Record attendance,Record attendance
59,Volunteer coach->Enter attendance detail page->validate input attendance info->Invalid input attendance information,EQ,CTRL|INT,4,2,1,0,1,5,Record attendance,Record attendance
60,Volunteer coach->Login page->validate login information->Login,EI,CTRL|DM|EI,4,1,1,1,1,1,Record attendance,Record attendance
61,Volunteer coach->Login page->validate login information->Enter attendance detail page,EQ,CTRL|INT,4,2,1,0,1,4,Record attendance,Record attendance
