id,path,functional,transactional,path_length, boundry_num, control_num, entity_num, actor_num, diagram,useCase
1,Traveler->Login main page->Validate/check->Account->Retrieve account info->Start auth session->display->Previous page (any page),FUNC_NA,CTRL|DM|EQ|INT,8,undefined,4,1,1,Login to tripplanner,Login to tripplanner - Android
2,Traveler->Login main page->display->Forget password page,EQ,CTRL|INT,4,undefined,1,0,1,Login to tripplanner,Login to tripplanner - Android
3,Traveler->Login main page->Display->Create account page,EQ,CTRL|INT,4,undefined,1,0,1,Login to tripplanner,Login to tripplanner - Android
4,Traveler->Main page->Display->Login main page,EQ,CTRL|INT,4,undefined,1,0,1,Login to tripplanner,Login to tripplanner - Android
