id,transaction,useCase,transactional, TL, DETs, TD, TC, Arch_Diff
1,stl#MediaPlaybackActivity_onKeyDown->MediaPlaybackActivity_onKeyDown->MediaPlaybackActivity_seekMethod1->MediaPlaybackActivity_seekMethod2->MediaPlaybackActivity_useDpadMusicControl->MediaPlaybackActivity_scanForward->MediaPlaybackActivity_toggleShuffle->MediaPlaybackActivity_doPauseResume,src,CTRL,8,14,NaN,undefined,NaN
2,stl#MediaPlaybackActivity_onKeyDown->MediaPlaybackActivity_onKeyDown->MediaPlaybackActivity_seekMethod1->MediaPlaybackActivity_seekMethod2->MediaPlaybackActivity_useDpadMusicControl->MediaPlaybackActivity_scanBackward->MediaPlaybackActivity_useDpadMusicControl,src,CTRL,7,12,NaN,undefined,NaN
3,stl#MediaPlaybackActivity_onKeyUp->MediaPlaybackActivity_onKeyUp,src,CTRL,2,2,NaN,undefined,NaN
4,stl#MediaPlaybackActivity_onActivityResult->MediaPlaybackActivity_onActivityResult,src,CTRL,2,2,NaN,undefined,NaN
5,stl#MediaPlaybackActivity_onCreateOptionsMenu->MediaPlaybackActivity_onCreateOptionsMenu->AlbumBrowserActivity_getCurrentAudioId,src,CTRL,3,10,NaN,undefined,NaN
6,stl#MediaPlaybackActivity_onResume->MediaPlaybackActivity_onResume->MediaPlaybackActivity_updateTrackInfo->MediaPlaybackActivity_setPauseButtonImage,src,CTRL,4,6,NaN,undefined,NaN
7,stl#MediaPlaybackActivity_onResume->MediaPlaybackActivity_onResume->MediaPlaybackActivity_updateTrackInfo->MediaPlaybackActivity_queueNextRefresh,src,CTRL,4,6,NaN,undefined,NaN
8,stl#MediaPlaybackActivity_onStart->MediaPlaybackActivity_onStart->MediaPlaybackActivity_updateTrackInfo->MediaPlaybackActivity_setPauseButtonImage,src,CTRL,4,6,NaN,undefined,NaN
9,stl#MediaPlaybackActivity_onStart->MediaPlaybackActivity_onStart->MediaPlaybackActivity_updateTrackInfo->MediaPlaybackActivity_queueNextRefresh,src,CTRL,4,6,NaN,undefined,NaN
10,stl#MediaPlaybackActivity_onStop->MediaPlaybackActivity_onStop->AlbumBrowserActivity_unbindFromService,src,CTRL,3,10,NaN,undefined,NaN
11,stl#MediaPlaybackActivity_onLongClick->MediaPlaybackActivity_onLongClick,src,CTRL,2,2,NaN,undefined,NaN
12,stl#MediaPlaybackActivity_onTouch->MediaPlaybackActivity_onTouch,src,CTRL,2,2,NaN,undefined,NaN
13,stl#MediaPlaybackActivity_onCreate->MediaPlaybackActivity_onCreate->RepeatingImageButton_setRepeatListener->RepeatingImageButton_setRepeatListener,src,CTRL,4,4,NaN,undefined,NaN
14,stl#MediaPlaybackService_onStartCommand->MediaPlaybackService_onStartCommand,src,CTRL,2,3,NaN,undefined,NaN
15,stl#MediaPlaybackService_onCreate->MediaPlaybackService_onCreate->MediaPlaybackService_registerExternalStorageListener->MediaPlaybackService_MultiPlayer->MediaPlaybackService_reloadQueue,src,CTRL,5,12,NaN,undefined,NaN
16,stl#AlbumBrowserActivity_onCreateOptionsMenu->AlbumBrowserActivity_onCreateOptionsMenu,src,CTRL,2,8,NaN,undefined,NaN
17,stl#AlbumBrowserActivity_onCreate->AlbumBrowserActivity_onCreate,src,CTRL,2,8,NaN,undefined,NaN
18,stl#BluetoothTrackBrowserActivity_onCreate->BluetoothTrackBrowserActivity_onCreate,src,CTRL,2,2,NaN,undefined,NaN
19,stl#BluetoothArtistBrowserActivity_onCreate->BluetoothArtistBrowserActivity_onCreate,src,CTRL,2,2,NaN,undefined,NaN
20,stl#RepeatingImageButton_onKeyUp->RepeatingImageButton_onKeyUp,src,CTRL,2,1,NaN,undefined,NaN
21,stl#RepeatingImageButton_onKeyDown->RepeatingImageButton_onKeyDown,src,CTRL,2,1,NaN,undefined,NaN
22,stl#RepeatingImageButton_onTouchEvent->RepeatingImageButton_onTouchEvent,src,CTRL,2,1,NaN,undefined,NaN
23,stl#BluetoothPlaylistActivity_onCreate->BluetoothPlaylistActivity_onCreate,src,CTRL,2,2,NaN,undefined,NaN
24,stl#MediaPickerActivity_onCreate->MediaPickerActivity_onCreate->MediaPickerActivity_init->MediaPickerActivity_MakeCursor,src,CTRL,4,6,NaN,undefined,NaN
25,stl#BluetoothAlbumBrowserActivity_onCreate->BluetoothAlbumBrowserActivity_onCreate,src,CTRL,2,2,NaN,undefined,NaN
26,stl#VerticalTextSpinner_onTouchEvent->VerticalTextSpinner_onTouchEvent,src,CTRL,2,1,NaN,undefined,NaN
27,stl#VerticalTextSpinner_onFocusChanged->VerticalTextSpinner_onFocusChanged,src,CTRL,2,1,NaN,undefined,NaN
