id,element,useCase,type,component
1,Administrator:invalid answer for security question,Reset Password,control,blankdescriptionerror
2,Administrator:case management page,Reset Password,control,Usermanagementbutton
3,Administrator:reset page,Reset Password,control,Usermanagementbutton
4,Administrator:Reset password button,Reset Password,control,emailpassword
5,Administrator:unauthorized error message,Reset Password,boundary,unauthorizedrequest
6,Case Manager:reset page,Reset Password,control,Usermanagementbutton
7,Case Manager:Reset password button,Reset Password,control,emailpassword
8,Case Manager:invalid answer for security question,Reset Password,control,blankdescriptionerror
9,Case Manager:case management page,Reset Password,control,Usermanagementbutton
10,Case Manager:unauthorized error message,Reset Password,boundary,unauthorizedrequest
11,Reset password button:validate role of user,Reset Password,entity,role
12,reset new password:User,Reset Password,entity,insertuserinfo
13,reset new password:case management page,Reset Password,control,Usermanagementbutton
14,validate answer of security question:invalid answer for security question,Reset Password,control,blankdescriptionerror
15,validate answer of security question:reset new password,Reset Password,control,emailpassword
16,reset page:validate answer of security question,Reset Password,control,checkthestatusofuser
17,validate role of user:reset page,Reset Password,control,Usermanagementbutton
18,validate role of user:role,Reset Password,entity,role
19,validate role of user:unauthorized error message,Reset Password,boundary,unauthorizedrequest
20,stl#Administrator:invalid answer for security question,Reset Password,Stimulus,undefined
21,stl#Administrator:case management page,Reset Password,Stimulus,undefined
22,stl#Administrator:reset page,Reset Password,Stimulus,undefined
23,stl#Administrator:Reset password button,Reset Password,Stimulus,undefined
24,stl#Administrator:unauthorized error message,Reset Password,Stimulus,undefined
25,stl#Case Manager:reset page,Reset Password,Stimulus,undefined
26,stl#Case Manager:Reset password button,Reset Password,Stimulus,undefined
27,stl#Case Manager:invalid answer for security question,Reset Password,Stimulus,undefined
28,stl#Case Manager:case management page,Reset Password,Stimulus,undefined
29,stl#Case Manager:unauthorized error message,Reset Password,Stimulus,undefined
