id,element,useCase,type,component
1,guests:Requirements page,Changing wedding details dynamically,boundary,Event
2,guests:empty list message,Changing wedding details dynamically,control,Guest
3,guests:success message,Changing wedding details dynamically,boundary,successmessage
4,Requirements page:Save invitation design,Changing wedding details dynamically,entity,Saveinvitationdesign
5,Save invitation design:success message,Changing wedding details dynamically,boundary,successmessage
6,Save invitation design:invitation design info,Changing wedding details dynamically,entity,Saveinvitationdesign
7,Save invitation design:empty list message,Changing wedding details dynamically,boundary,successmessage
8,stl#guests:Requirements page,Changing wedding details dynamically,Stimulus,undefined
9,stl#guests:empty list message,Changing wedding details dynamically,Stimulus,undefined
10,stl#guests:success message,Changing wedding details dynamically,Stimulus,undefined
