id,path,functional,transactional,path_length,diagram,useCase
1,Language learner->send message button->display send message page->type message content,FUNC_NA,TRAN_NA,undefined,Send Messages to Other Language Learner,Send Messages to Other Language Learner
2,Language learner->send button->check message is not empty->"please fill in the content" page,EQ,CTRL|INT,undefined,Send Messages to Other Language Learner,Send Messages to Other Language Learner
3,Language learner->send button->check message is not empty->save message into database->successfully sent page,EQ,CTRL|INT,undefined,Send Messages to Other Language Learner,Send Messages to Other Language Learner
4,Language learner->send button->check message is not empty->save message into database->message,EI,CTRL|DM|EI,undefined,Send Messages to Other Language Learner,Send Messages to Other Language Learner
