id,transaction,useCase,transactional,TL, DETs, TD, Arch_Diff
1,stl#User:Cancel Button->User:Cancel Button,Upload Image,CTRL,2,0,3,6
2,stl#User:Cancel Button->User:Cancel Button,Upload Image,EXTCLL,2,0,3,6
3,stl#User:Cancel Button->User:Cancel Button,Upload Image,INT,2,0,3,6
4,stl#User:Upload Image button->User:Upload Image button->Upload Image button:File Chooser Windows->File Chooser Windows:Select the Image file,Upload Image,CTRL,4,0,5,20
5,stl#User:Upload Image button->User:Upload Image button->Upload Image button:File Chooser Windows->File Chooser Windows:Cancel Button,Upload Image,CTRL,4,0,4.333333333333333,17.333333333333332
6,stl#User:Upload Image button->User:Upload Image button->Upload Image button:File Chooser Windows->File Chooser Windows:Cancel Button,Upload Image,EXTCLL,4,0,4.333333333333333,17.333333333333332
7,stl#User:Upload Image button->User:Upload Image button->Upload Image button:File Chooser Windows->File Chooser Windows:Cancel Button,Upload Image,INT,4,0,4.333333333333333,17.333333333333332
8,stl#User:Design Coupon screen->User:Design Coupon screen,Upload Image,CTRL,2,0,2,4
9,stl#User:Design Coupon screen->User:Design Coupon screen,Upload Image,EXTCLL,2,0,2,4
10,stl#User:Design Coupon screen->User:Design Coupon screen,Upload Image,INT,2,0,2,4
11,stl#User:Open Button->User:Open Button->Open Button:Display Image in Coupon Image->Display Image in Coupon Image:Design Coupon screen,Upload Image,TRAN_NA,4,0,3.3333333333333335,13.333333333333334
12,stl#User:Select the Image file->User:Select the Image file,Upload Image,CTRL,2,0,5,10
