id,element,useCase,type,component
1,User:Add favorite screen,Add favorite screen,control,Addfavoritescreen
2,User:Error message when updating,Add favorite screen,control,Errormessagewhenupdating
3,User:list of switch,Add favorite screen,boundary,Switch
4,Add favorite screen:query list of switchs,Add favorite screen,boundary,Switch
5,Display error message when adding to favorite:Error message when updating,Add favorite screen,control,Errormessagewhenupdating
6,add switch to favoriate:Display error message when adding to favorite,Add favorite screen,control,Errormessagewhenupdating
7,add switch to favoriate:Favoriate,Add favorite screen,control,Addfavoritescreen
8,query list of switchs:Switch,Add favorite screen,boundary,Switch
9,list of switch:add switch to favoriate,Add favorite screen,control,Addfavoritescreen
10,query list of switchs:list of switch,Add favorite screen,boundary,Switch
11,stl#User:Add favorite screen,Add favorite screen,Stimulus,undefined
12,stl#User:Error message when updating,Add favorite screen,Stimulus,undefined
13,stl#User:list of switch,Add favorite screen,Stimulus,undefined
14,User:Error message when saving image,Add image for switch,control,Errormessagewhenupdating
15,User:add image for switch page,Add image for switch,control,Image
16,save image in db:Error message when saving image,Add image for switch,control,Errormessagewhenupdating
17,save image in db:Image,Add image for switch,control,Image
18,add image for switch page:save image in db,Add image for switch,control,Image
19,stl#User:Error message when saving image,Add image for switch,Stimulus,undefined
20,stl#User:add image for switch page,Add image for switch,Stimulus,undefined
21,User:gateway name edit page,Assign gateways names,control,listofgateway
22,User:Error message when saving name,Assign gateways names,control,Errormessagewhenupdating
23,User:list of gateway,Assign gateways names,control,listofgateway
24,display error message:Error message when saving name,Assign gateways names,control,Errormessagewhenupdating
25,save gateway name to DB:display error message,Assign gateways names,control,Errormessagewhenupdating
26,popup gateway name edit page:gateway,Assign gateways names,control,listofgateway
27,save gateway name to DB:gateway,Assign gateways names,control,listofgateway
28,gateway name edit page:save gateway name to DB,Assign gateways names,control,listofgateway
29,popup gateway name edit page:gateway name edit page,Assign gateways names,control,listofgateway
30,list of gateway:popup gateway name edit page,Assign gateways names,control,listofgateway
31,stl#User:gateway name edit page,Assign gateways names,Stimulus,undefined
32,stl#User:Error message when saving name,Assign gateways names,Stimulus,undefined
33,stl#User:list of gateway,Assign gateways names,Stimulus,undefined
34,User:List of gateways,Delete gateway,entity,gateways
35,User:Error when deleting gateway,Delete gateway,control,Errormessagewhenupdating
36,User:delete gateway confirm dialog,Delete gateway,entity,gateways
37,Error when deleting gateway:Display error message when deleting,Delete gateway,control,Errormessagewhenupdating
38,delete gateway from db:Display error message when deleting,Delete gateway,control,Errormessagewhenupdating
39,List of gateways:delete confirm dialog,Delete gateway,boundary,deleteconfirmdialog
40,delete confirm dialog:gateways,Delete gateway,entity,gateways
41,delete confirm dialog:delete gateway confirm dialog,Delete gateway,boundary,deleteconfirmdialog
42,delete gateway confirm dialog:delete gateway from db,Delete gateway,entity,gateways
43,delete gateway from db:gateways,Delete gateway,entity,gateways
44,stl#User:List of gateways,Delete gateway,Stimulus,undefined
45,stl#User:Error when deleting gateway,Delete gateway,Stimulus,undefined
46,stl#User:delete gateway confirm dialog,Delete gateway,Stimulus,undefined
47,User:List of switches,Swith on/off switches,boundary,Listofswitches
48,User:Error message of updating,Swith on/off switches,control,Errormessagewhenupdating
49,User:switch detail page,Swith on/off switches,boundary,Listofswitches
50,Error message when updating switchs:Error message of updating,Swith on/off switches,control,Errormessagewhenupdating
51,update switch status:Error message when updating switchs,Swith on/off switches,control,Errormessagewhenupdating
52,List of switches:update list of switch,Swith on/off switches,boundary,Listofswitches
53,update list of switch:Switch,Swith on/off switches,boundary,Listofswitches
54,update switch status:Switch,Swith on/off switches,boundary,Listofswitches
55,switch detail page:update switch status,Swith on/off switches,boundary,Listofswitches
56,update list of switch:switch detail page,Swith on/off switches,boundary,Listofswitches
57,stl#User:List of switches,Swith on/off switches,Stimulus,undefined
58,stl#User:Error message of updating,Swith on/off switches,Stimulus,undefined
59,stl#User:switch detail page,Swith on/off switches,Stimulus,undefined
