id,path,transactional,path_length,diagram,useCase
1,Administrator->meeting information screen->verify attendee list->save user info->meeting info,CTRL,5,Edit meeting,Edit meeting
2,Administrator->meeting information screen->verify attendee list->save user info->meeting info,DM,5,Edit meeting,Edit meeting
3,Administrator->meeting information screen->verify attendee list->save user info->meeting info,EI,5,Edit meeting,Edit meeting
4,Administrator->meeting information screen->verify attendee list->Information invalid,CTRL,4,Edit meeting,Edit meeting
5,Administrator->meeting information screen->verify attendee list->Information invalid,INT,4,Edit meeting,Edit meeting
6,Administrator->Edit meeting option->display meetings screen->meeting information screen,CTRL,4,Edit meeting,Edit meeting
7,Administrator->Edit meeting option->display meetings screen->meeting information screen,INT,4,Edit meeting,Edit meeting
8,Administrator->Edit meeting option->display meetings screen->meeting,CTRL,4,Edit meeting,Edit meeting
9,Administrator->Edit meeting option->display meetings screen->meeting,DM,4,Edit meeting,Edit meeting
10,Administrator->Edit meeting option->display meetings screen->meeting,EI,4,Edit meeting,Edit meeting
