id,path,functional,transactional,path_length, boundry_num, control_num, entity_num, actor_num, diagram,useCase
1,Administrator->meeting information screen->verify attendee list->save user info->meeting info,EI,CTRL|DM|EI,5,undefined,2,1,1,Edit meeting,Edit meeting
2,Administrator->meeting information screen->verify attendee list->Information invalid,EQ,CTRL|INT,4,undefined,1,0,1,Edit meeting,Edit meeting
3,Administrator->Edit meeting option->display meetings screen->meeting information screen,EQ,CTRL|INT,4,undefined,1,0,1,Edit meeting,Edit meeting
4,Administrator->Edit meeting option->display meetings screen->meeting,EI,CTRL|DM|EI,4,undefined,1,1,1,Edit meeting,Edit meeting
