id,path,transactional,path_length,diagram,useCase
1,User->unlike post button->save the unlike status->Like information,CTRL,4,Unlike a thread or a post,Unlike a thread or a post
2,User->unlike post button->save the unlike status->Like information,DM,4,Unlike a thread or a post,Unlike a thread or a post
3,User->unlike post button->save the unlike status->Like information,EI,4,Unlike a thread or a post,Unlike a thread or a post
4,User->unlike post button->save the unlike status->update like number of the post->post,CTRL,5,Unlike a thread or a post,Unlike a thread or a post
5,User->unlike post button->save the unlike status->update like number of the post->post,DM,5,Unlike a thread or a post,Unlike a thread or a post
6,User->unlike post button->save the unlike status->update like number of the post->post,EI,5,Unlike a thread or a post,Unlike a thread or a post
7,User->unlike post button->save the unlike status->update like number of the post->calculate points of the owner->thread is unliked message,CTRL,6,Unlike a thread or a post,Unlike a thread or a post
8,User->unlike post button->save the unlike status->update like number of the post->calculate points of the owner->thread is unliked message,INT,6,Unlike a thread or a post,Unlike a thread or a post
9,User->unlike post button->save the unlike status->update like number of the post->calculate points of the owner->post is unliked message,CTRL,6,Unlike a thread or a post,Unlike a thread or a post
10,User->unlike post button->save the unlike status->update like number of the post->calculate points of the owner->post is unliked message,INT,6,Unlike a thread or a post,Unlike a thread or a post
11,User->unlike post button->save the unlike status->update like number of the post->calculate points of the owner->point,CTRL,6,Unlike a thread or a post,Unlike a thread or a post
12,User->unlike post button->save the unlike status->update like number of the post->calculate points of the owner->point,DM,6,Unlike a thread or a post,Unlike a thread or a post
13,User->unlike post button->save the unlike status->update like number of the post->calculate points of the owner->point,EI,6,Unlike a thread or a post,Unlike a thread or a post
14,User->unlike post button->save the unlike status->update like number of the post->grayed out post unlike button,CTRL,5,Unlike a thread or a post,Unlike a thread or a post
15,User->unlike post button->save the unlike status->update like number of the post->grayed out post unlike button,INT,5,Unlike a thread or a post,Unlike a thread or a post
16,User->unlike post button->save the unlike status->update like number of thread->calculate points of the owner->thread is unliked message,CTRL,6,Unlike a thread or a post,Unlike a thread or a post
17,User->unlike post button->save the unlike status->update like number of thread->calculate points of the owner->thread is unliked message,INT,6,Unlike a thread or a post,Unlike a thread or a post
18,User->unlike post button->save the unlike status->update like number of thread->calculate points of the owner->post is unliked message,CTRL,6,Unlike a thread or a post,Unlike a thread or a post
19,User->unlike post button->save the unlike status->update like number of thread->calculate points of the owner->post is unliked message,INT,6,Unlike a thread or a post,Unlike a thread or a post
20,User->unlike post button->save the unlike status->update like number of thread->calculate points of the owner->point,CTRL,6,Unlike a thread or a post,Unlike a thread or a post
21,User->unlike post button->save the unlike status->update like number of thread->calculate points of the owner->point,DM,6,Unlike a thread or a post,Unlike a thread or a post
22,User->unlike post button->save the unlike status->update like number of thread->calculate points of the owner->point,EI,6,Unlike a thread or a post,Unlike a thread or a post
23,User->unlike post button->save the unlike status->update like number of thread->thread,CTRL,5,Unlike a thread or a post,Unlike a thread or a post
24,User->unlike post button->save the unlike status->update like number of thread->thread,DM,5,Unlike a thread or a post,Unlike a thread or a post
25,User->unlike post button->save the unlike status->update like number of thread->thread,EI,5,Unlike a thread or a post,Unlike a thread or a post
26,User->unlike post button->save the unlike status->update like number of thread->grayed out thread unlike button,CTRL,5,Unlike a thread or a post,Unlike a thread or a post
27,User->unlike post button->save the unlike status->update like number of thread->grayed out thread unlike button,INT,5,Unlike a thread or a post,Unlike a thread or a post
28,User->unlike thread button->save the unlike status->Like information,CTRL,4,Unlike a thread or a post,Unlike a thread or a post
29,User->unlike thread button->save the unlike status->Like information,DM,4,Unlike a thread or a post,Unlike a thread or a post
30,User->unlike thread button->save the unlike status->Like information,EI,4,Unlike a thread or a post,Unlike a thread or a post
31,User->unlike thread button->save the unlike status->update like number of the post->post,CTRL,5,Unlike a thread or a post,Unlike a thread or a post
32,User->unlike thread button->save the unlike status->update like number of the post->post,DM,5,Unlike a thread or a post,Unlike a thread or a post
33,User->unlike thread button->save the unlike status->update like number of the post->post,EI,5,Unlike a thread or a post,Unlike a thread or a post
34,User->unlike thread button->save the unlike status->update like number of the post->calculate points of the owner->thread is unliked message,CTRL,6,Unlike a thread or a post,Unlike a thread or a post
35,User->unlike thread button->save the unlike status->update like number of the post->calculate points of the owner->thread is unliked message,INT,6,Unlike a thread or a post,Unlike a thread or a post
36,User->unlike thread button->save the unlike status->update like number of the post->calculate points of the owner->post is unliked message,CTRL,6,Unlike a thread or a post,Unlike a thread or a post
37,User->unlike thread button->save the unlike status->update like number of the post->calculate points of the owner->post is unliked message,INT,6,Unlike a thread or a post,Unlike a thread or a post
