id,element,useCase,type,component
1,User:selects the appropriate posting,View Applications,boundary,selecttheappropriatepostings
2,User:sorts/filters the applicants ,View Applications,control,fillsoutalloftherequireddatacorrectly
3,User:Homepage,View Applications,boundary,Homepage
4,returns the applicants that match the sort/filter:Homepage,View Applications,boundary,Homepage
5,returns all of the applicants who have applied to the position :returns the applicants that match the sort/filter,View Applications,control,fillsoutalloftherequireddatacorrectly
6,selects the appropriate posting:returns all of the applicants who have applied to the position ,View Applications,control,markstheuseraseitherqualifiedunqualifiedorprocessing
7,sorts/filters the applicants :returns all of the applicants who have applied to the position ,View Applications,control,markstheuseraseitherqualifiedunqualifiedorprocessing
8,stl#User:selects the appropriate posting,View Applications,Stimulus,undefined
9,stl#User:sorts/filters the applicants ,View Applications,Stimulus,undefined
10,stl#User:Homepage,View Applications,Stimulus,undefined
