id,path,functional,transactional,path_length, boundry_num, control_num, entity_num, actor_num, diagram,useCase
1,User->report generation button->query report->report list,EQ,CTRL|INT,4,undefined,1,0,1,Report generation,Report generation
2,User->report generation button->query report->report,EI,CTRL|DM|EI,4,undefined,1,1,1,Report generation,Report generation
3,User->report list->dump report to Excel->Excel,EI,CTRL|DM|EI,4,undefined,1,1,1,Report generation,Report generation
