id,path,transactional,path_length,diagram,useCase
1,contractor->all players list->query attribute list of a player->player,CTRL,4,Edit the crawling attributes of a player,Edit the crawling attributes of a player
2,contractor->all players list->query attribute list of a player->player,DM,4,Edit the crawling attributes of a player,Edit the crawling attributes of a player
3,contractor->all players list->query attribute list of a player->player,EI,4,Edit the crawling attributes of a player,Edit the crawling attributes of a player
4,contractor->all players list->query attribute list of a player->player detail page,CTRL,4,Edit the crawling attributes of a player,Edit the crawling attributes of a player
5,contractor->all players list->query attribute list of a player->player detail page,INT,4,Edit the crawling attributes of a player,Edit the crawling attributes of a player
6,contractor->players tab->query crawling list of players->player,CTRL,4,Edit the crawling attributes of a player,Edit the crawling attributes of a player
7,contractor->players tab->query crawling list of players->player,DM,4,Edit the crawling attributes of a player,Edit the crawling attributes of a player
8,contractor->players tab->query crawling list of players->player,EI,4,Edit the crawling attributes of a player,Edit the crawling attributes of a player
9,contractor->players tab->query crawling list of players->all players list,CTRL,4,Edit the crawling attributes of a player,Edit the crawling attributes of a player
10,contractor->players tab->query crawling list of players->all players list,INT,4,Edit the crawling attributes of a player,Edit the crawling attributes of a player
11,contractor->player detail page->update player attributes->player,CTRL,4,Edit the crawling attributes of a player,Edit the crawling attributes of a player
12,contractor->player detail page->update player attributes->player,DM,4,Edit the crawling attributes of a player,Edit the crawling attributes of a player
13,contractor->player detail page->update player attributes->player,EI,4,Edit the crawling attributes of a player,Edit the crawling attributes of a player
