id,element,type,outboundDegree,inboundDegree,diagram,useCase
1,player detail page,boundary,1,2,Show the player,Show the player,
2,query player info,control,2,1,Show the player,Show the player,
3,all players list,boundary,1,2,Show the player,Show the player,
4,player,entity,0,3,Show the player,Show the player,
5,query crawling list of players,control,2,1,Show the player,Show the player,
6,players tab,boundary,1,1,Show the player,Show the player,
7,contractor,actor,3,0,Show the player,Show the player,
