id,transaction,useCase,transaction_length, boundry_num, control_num, entity_num, actor_num
1,User:Click Continue button-->Click Continue button:loads response statistics page-->loads response statistics page:loads Communication Technique-->loads Communication Technique:Answers submitted to system-->Answers submitted to system:Scenario list loaded,Take scenario team quiz,5,1,4,0,0
2,User:reads scenario memo-->reads scenario memo:Answers from page stored as cookie-->Answers from page stored as cookie:loads response statistics page-->loads response statistics page:loads Communication Technique-->loads Communication Technique:Answers submitted to system-->Answers submitted to system:Scenario list loaded,Take scenario team quiz,6,1,5,0,0
3,User:clicks next-->clicks next:Answers from page stored as cookie-->Answers from page stored as cookie:loads response statistics page-->loads response statistics page:loads Communication Technique-->loads Communication Technique:Answers submitted to system-->Answers submitted to system:Scenario list loaded,Take scenario team quiz,6,2,4,0,0
4,User:reads question-->reads question:Answers from page stored as cookie-->Answers from page stored as cookie:loads response statistics page-->loads response statistics page:loads Communication Technique-->loads Communication Technique:Answers submitted to system-->Answers submitted to system:Scenario list loaded,Take scenario team quiz,6,1,5,0,0
5,User:clicks on radio buttons of answers-->clicks on radio buttons of answers:Answers from page stored as cookie-->Answers from page stored as cookie:loads response statistics page-->loads response statistics page:loads Communication Technique-->loads Communication Technique:Answers submitted to system-->Answers submitted to system:Scenario list loaded,Take scenario team quiz,6,2,4,0,0
6,User:clicks continue button-->clicks continue button:Answers from page stored as cookie-->Answers from page stored as cookie:loads response statistics page-->loads response statistics page:loads Communication Technique-->loads Communication Technique:Answers submitted to system-->Answers submitted to system:Scenario list loaded,Take scenario team quiz,6,2,4,0,0
7,User:Click Select another scenario button-->Click Select another scenario button:Answers submitted to system-->Answers submitted to system:Scenario list loaded,Take scenario team quiz,3,0,3,0,0
8,User:give their responses-->give their responses:Answers submitted to system-->Answers submitted to system:Scenario list loaded,Take scenario team quiz,3,1,2,0,0
9,User:read task-->read task:Answers submitted to system-->Answers submitted to system:Scenario list loaded,Take scenario team quiz,3,0,3,0,0
10,User:Click on Empty/Drop tables button	-->Click on Empty/Drop tables button	:Shows database information-->Shows database information:Displays list of tables along with empty/drop buttons next to them-->Displays list of tables along with empty/drop buttons next to them:Responses deleted from table-->Responses deleted from table:Homepage,clear submit answers,5,1,4,0,0
11,User:Homepage,clear submit answers,1,0,1,0,0
12,User:selects empty for userResponses table-->selects empty for userResponses table:Displays list of tables along with empty/drop buttons next to them-->Displays list of tables along with empty/drop buttons next to them:Responses deleted from table-->Responses deleted from table:Homepage,clear submit answers,4,2,2,0,0
13,User:Click on Database button on sidebar-->Click on Database button on sidebar:Shows database information-->Shows database information:Displays list of tables along with empty/drop buttons next to them-->Displays list of tables along with empty/drop buttons next to them:Responses deleted from table-->Responses deleted from table:Homepage,clear submit answers,5,2,3,0,0
14,User:Modifies the text that displays on that page-->Modifies the text that displays on that page:Displays message saying page has been updated-->Displays message saying page has been updated:Displays error message indicating why the update failed-->Displays error message indicating why the update failed:Homepage,edit page on website,4,1,3,0,0
15,User:selects page to edit-->selects page to edit:Displays message saying page has been updated-->Displays message saying page has been updated:Displays error message indicating why the update failed-->Displays error message indicating why the update failed:Homepage,edit page on website,4,0,4,0,0
16,User:Clicks update button-->Clicks update button:Displays error message indicating why the update failed-->Displays error message indicating why the update failed:Homepage,edit page on website,3,1,2,0,0
17,User:Homepage,edit page on website,1,0,1,0,0
18,User:Homepage,login,1,0,1,0,0
19,User:Click Continue button-->Click Continue button:imput usename and password -->imput usename and password :validate usename and password-->validate usename and password:show confirmation-->show confirmation:Homepage,login,5,1,4,0,0
20,User:User does not select any radio button-->User does not select any radio button:validate usename and password-->validate usename and password:show confirmation-->show confirmation:Homepage,login,4,1,3,0,0
21,User:Click on login in page-->Click on login in page:imput usename and password -->imput usename and password :validate usename and password-->validate usename and password:show confirmation-->show confirmation:Homepage,login,5,1,4,0,0
22,User:Click logout button	-->Click logout button	:Returns staff member to combat conflict front page-->Returns staff member to combat conflict front page:Browser alerts user that they have not selected any option,logout,3,1,2,0,0
23,User:Click logout button	-->Click logout button	:Returns staff member to combat conflict front page-->Returns staff member to combat conflict front page:show confirmation-->show confirmation:Homepage-->Homepage:Browser alerts user that they have not selected any option,logout,5,1,4,0,0
