id, function, functional, DET, FTR, boundaries, controls, entities, typeStr
1,User:read task-->read task:Answers submitted to system-->Answers submitted to system:Scenario list loaded,EQ,0,3,0,3,0,control->control->control
2,User:give their responses-->give their responses:Answers submitted to system-->Answers submitted to system:Scenario list loaded,EI,0,3,1,2,0,boundary->control->control
3,User:Click Select another scenario button-->Click Select another scenario button:Answers submitted to system-->Answers submitted to system:Scenario list loaded,EQ,0,3,0,3,0,control->control->control
4,User:clicks continue button-->clicks continue button:Answers from page stored as cookie-->Answers from page stored as cookie:loads response statistics page-->loads response statistics page:loads Communication Technique-->loads Communication Technique:Answers submitted to system-->Answers submitted to system:Scenario list loaded,EQ,0,6,2,4,0,boundary->control->boundary->control->control->control
5,User:clicks on radio buttons of answers-->clicks on radio buttons of answers:Answers from page stored as cookie-->Answers from page stored as cookie:loads response statistics page-->loads response statistics page:loads Communication Technique-->loads Communication Technique:Answers submitted to system-->Answers submitted to system:Scenario list loaded,EQ,0,6,2,4,0,boundary->control->boundary->control->control->control
6,User:reads question-->reads question:Answers from page stored as cookie-->Answers from page stored as cookie:loads response statistics page-->loads response statistics page:loads Communication Technique-->loads Communication Technique:Answers submitted to system-->Answers submitted to system:Scenario list loaded,EQ,0,6,1,5,0,control->control->boundary->control->control->control
7,User:clicks next-->clicks next:Answers from page stored as cookie-->Answers from page stored as cookie:loads response statistics page-->loads response statistics page:loads Communication Technique-->loads Communication Technique:Answers submitted to system-->Answers submitted to system:Scenario list loaded,EQ,0,6,2,4,0,boundary->control->boundary->control->control->control
8,User:reads scenario memo-->reads scenario memo:Answers from page stored as cookie-->Answers from page stored as cookie:loads response statistics page-->loads response statistics page:loads Communication Technique-->loads Communication Technique:Answers submitted to system-->Answers submitted to system:Scenario list loaded,EQ,0,6,1,5,0,control->control->boundary->control->control->control
9,User:Click Continue button-->Click Continue button:loads response statistics page-->loads response statistics page:loads Communication Technique-->loads Communication Technique:Answers submitted to system-->Answers submitted to system:Scenario list loaded,EQ,0,5,1,4,0,control->boundary->control->control->control
10,User:Click on Database button on sidebar-->Click on Database button on sidebar:Shows database information-->Shows database information:Displays list of tables along with empty/drop buttons next to them-->Displays list of tables along with empty/drop buttons next to them:Responses deleted from table-->Responses deleted from table:Homepage,EQ,3,5,2,3,0,boundary->control->control->boundary->control
11,User:selects empty for userResponses table-->selects empty for userResponses table:Displays list of tables along with empty/drop buttons next to them-->Displays list of tables along with empty/drop buttons next to them:Responses deleted from table-->Responses deleted from table:Homepage,EQ,2,4,2,2,0,boundary->control->boundary->control
12,User:Homepage,EQ,0,1,0,1,0,control
13,User:Click on Empty/Drop tables button	-->Click on Empty/Drop tables button	:Shows database information-->Shows database information:Displays list of tables along with empty/drop buttons next to them-->Displays list of tables along with empty/drop buttons next to them:Responses deleted from table-->Responses deleted from table:Homepage,EQ,2,5,1,4,0,control->control->control->boundary->control
14,User:Clicks update button-->Clicks update button:Displays error message indicating why the update failed-->Displays error message indicating why the update failed:Homepage,EI,0,3,1,2,0,boundary->control->control
15,User:selects page to edit-->selects page to edit:Displays message saying page has been updated-->Displays message saying page has been updated:Displays error message indicating why the update failed-->Displays error message indicating why the update failed:Homepage,EQ,0,4,0,4,0,control->control->control->control
16,User:Modifies the text that displays on that page-->Modifies the text that displays on that page:Displays message saying page has been updated-->Displays message saying page has been updated:Displays error message indicating why the update failed-->Displays error message indicating why the update failed:Homepage,EI,1,4,1,3,0,boundary->control->control->control
17,User:Click on login in page-->Click on login in page:imput usename and password -->imput usename and password :validate usename and password-->validate usename and password:show confirmation-->show confirmation:Homepage,EI,2,5,1,4,0,boundary->control->control->control->control
18,User:User does not select any radio button-->User does not select any radio button:validate usename and password-->validate usename and password:show confirmation-->show confirmation:Homepage,EI,3,4,1,3,0,boundary->control->control->control
19,User:Click Continue button-->Click Continue button:imput usename and password -->imput usename and password :validate usename and password-->validate usename and password:show confirmation-->show confirmation:Homepage,EI,2,5,1,4,0,boundary->control->control->control->control
20,User:Click Continue button-->Click Continue button:Returns staff member to combat conflict front page-->Returns staff member to combat conflict front page:show confirmation-->show confirmation:Homepage-->Homepage:Browser alerts user that they have not selected any option,EI,2,5,1,4,0,boundary->control->control->control->control
21,User:Click Continue button-->Click Continue button:Returns staff member to combat conflict front page-->Returns staff member to combat conflict front page:Browser alerts user that they have not selected any option,EI,0,3,1,2,0,boundary->control->control
