id,element,useCase,type,component
1,Weight loser:congradulation message,achieve goal,control,DonationPage
2,Weight loser:access information on facebook error,achieve goal,control,facebook
3,Weight loser:wieght detail page,achieve goal,control,TransactionDetailView
4,send out emails to charities and sponsors:email protocol,achieve goal,actor,ProfileManagementView
5,access user info:facebook,achieve goal,control,facebook
6,post on facebook:facebook,achieve goal,control,facebook
7,displays a congradulatory message on facebook:facebook,achieve goal,control,facebook
8,access user info:access information on facebook error,achieve goal,control,facebook
9,access user info:post on facebook,achieve goal,control,facebook
10,congradulation message:access user info,achieve goal,control,User
11,displays a congradulatory message on facebook:congradulation message,achieve goal,control,DonationPage
12,find current weight detail:displays a congradulatory message on facebook,achieve goal,control,facebook
13,find current weight detail:weight information,achieve goal,entity,WeightLoser
14,wieght detail page:find current weight detail,achieve goal,entity,WeightLoser
15,post on facebook:send out emails to charities and sponsors,achieve goal,boundary,InviteSponsorPage
16,stl#Weight loser:congradulation message,achieve goal,Stimulus,undefined
17,stl#Weight loser:access information on facebook error,achieve goal,Stimulus,undefined
18,stl#Weight loser:wieght detail page,achieve goal,Stimulus,undefined
