id,element,type,outboundDegree,inboundDegree,diagram,useCase
1,Local Storage,entity,0,1,Logout,Logout,
2,Clear Local Storage and Exit,control,1,1,Logout,Logout,
3,Logout Button,boundary,1,1,Logout,Logout,
4,User,actor,1,0,Logout,Logout,
