id,path,functional,transactional,path_length,diagram,useCase
1,User->Partner Login->Display reset password dialog->Query database with username and password->System Database->Is a match found?->Email user reset password confirmation email,FUNC_NA,TRAN_NA,undefined,Partner Login,Partner Login
2,User->Partner Login->Display reset password dialog->Query database with username and password->System Database->Is a match found?->Display error message,FUNC_NA,TRAN_NA,undefined,Partner Login,Partner Login
3,User->Partner Login->Display reset password dialog->Query database with username and password->System Database->Is a match found?->Partner Portal,FUNC_NA,CTRL|DM|EQ|INT,undefined,Partner Login,Partner Login
4,User->Partner Login->Enter username and password->Query database with username and password->System Database->Is a match found?->Email user reset password confirmation email,FUNC_NA,TRAN_NA,undefined,Partner Login,Partner Login
5,User->Partner Login->Enter username and password->Query database with username and password->System Database->Is a match found?->Display error message,FUNC_NA,TRAN_NA,undefined,Partner Login,Partner Login
6,User->Partner Login->Enter username and password->Query database with username and password->System Database->Is a match found?->Partner Portal,FUNC_NA,CTRL|DM|EQ|INT,undefined,Partner Login,Partner Login
7,Display Partner Login->Partner Login->Display reset password dialog->Query database with username and password->System Database->Is a match found?->Email user reset password confirmation email,FUNC_NA,TRAN_NA,undefined,Partner Login,Partner Login
8,Display Partner Login->Partner Login->Display reset password dialog->Query database with username and password->System Database->Is a match found?->Display error message,FUNC_NA,TRAN_NA,undefined,Partner Login,Partner Login
9,Display Partner Login->Partner Login->Display reset password dialog->Query database with username and password->System Database->Is a match found?->Partner Portal,FUNC_NA,TRAN_NA,undefined,Partner Login,Partner Login
10,Display Partner Login->Partner Login->Enter username and password->Query database with username and password->System Database->Is a match found?->Email user reset password confirmation email,FUNC_NA,TRAN_NA,undefined,Partner Login,Partner Login
11,Display Partner Login->Partner Login->Enter username and password->Query database with username and password->System Database->Is a match found?->Display error message,FUNC_NA,TRAN_NA,undefined,Partner Login,Partner Login
12,Display Partner Login->Partner Login->Enter username and password->Query database with username and password->System Database->Is a match found?->Partner Portal,FUNC_NA,TRAN_NA,undefined,Partner Login,Partner Login
