id,path,functional,transactional,path_length,diagram,useCase
1,Language Learner->choose language button->system check language preferences->language preference info,EI,CTRL|DM|EI,undefined,Search for Native Speaker,Search for Native Speaker
2,Language Learner->choose language button->system check language preferences->List of language learners,EQ,CTRL|INT,undefined,Search for Native Speaker,Search for Native Speaker
3,Language Learner->choose language button->system check language preferences->No matching message,EQ,CTRL|INT,undefined,Search for Native Speaker,Search for Native Speaker
