id,element,useCase,type,component
1,User:wrong user info message,View document,control,Use information
2,User:corresponding role's main page,View document,control,Rest password
3,User:login page,View document,boundary,Case Manager
4,validate the entries:User info,View document,entity,User
5,check existing users:User info,View document,entity,User
6,check existing users:redirect the user to the corresponding role's main page,View document,control,Use information
7,validate the entries:check existing users,View document,entity,User
8,redirect the user to the corresponding role's main page:corresponding role's main page,View document,control,Rest password
9,login page:validate the entries,View document,boundary,validatetheentries
10,validate the entries:wrong user info message,View document,control,Use information
11,stl#User:wrong user info message,View document,Stimulus,undefined
12,stl#User:corresponding role's main page,View document,Stimulus,undefined
13,stl#User:login page,View document,Stimulus,undefined
