id,element,useCase,type,component
1,User:sound instruction create panel,Create sound instructions,entity,soundinstructioncreatepanel
2,User:Program is updated message,Create sound instructions,control,Compilingprogressbar
3,User:parameter set dialog,Create sound instructions,control,parametersetdialog
4,save parameters:Program is updated message,Create sound instructions,control,Compilingprogressbar
5,change the parameters of the elements:save parameters,Create sound instructions,control,parametersetdialog
6,parameter set dialog:change the parameters of the elements,Create sound instructions,control,parametersetdialog
7,display the dragged and dropped instructions:popup parameter change dialog,Create sound instructions,control,parametersetdialog
8,sound instruction create panel:display the dragged and dropped instructions,Create sound instructions,entity,soundinstructioncreatepanel
9,popup parameter change dialog:parameter set dialog,Create sound instructions,control,parametersetdialog
10,save parameters:sound,Create sound instructions,entity,soundinstructioncreatepanel
11,stl#User:sound instruction create panel,Create sound instructions,Stimulus,undefined
12,stl#User:Program is updated message,Create sound instructions,Stimulus,undefined
13,stl#User:parameter set dialog,Create sound instructions,Stimulus,undefined
