id,element,useCase,type,component
1,administrator:confirmation message,delete a survey,boundary,successmessage
2,administrator:survey list page,delete a survey,boundary,deletesurveyfromdb
3,administrator:delete succes message,delete a survey,boundary,successmessage
4,delete survey from db:survey monkey,delete a survey,boundary,deletesurveyfromdb
5,confirm message about irreversible operation:survey monkey,delete a survey,boundary,deletesurveyfromdb
6,check answers under survey:confirm message about irreversible operation,delete a survey,boundary,successmessage
7,check answers under survey:survey db,delete a survey,boundary,deletesurveyfromdb
8,survey list page:check answers under survey,delete a survey,boundary,deletesurveyfromdb
9,confirm message about irreversible operation:confirmation message,delete a survey,boundary,successmessage
10,confirm message about irreversible operation:survey database,delete a survey,boundary,deletesurveyfromdb
11,confirmation message:redirect survey deletion page,delete a survey,boundary,deletesurveyfromdb
12,confirmation message:delete survey from db,delete a survey,boundary,deletesurveyfromdb
13,delete survey from db:delete succes message,delete a survey,boundary,successmessage
14,delete survey from db:survey db,delete a survey,boundary,deletesurveyfromdb
15,redirect survey deletion page:survey list page,delete a survey,boundary,deletesurveyfromdb
16,stl#administrator:confirmation message,delete a survey,Stimulus,undefined
17,stl#administrator:survey list page,delete a survey,Stimulus,undefined
18,stl#administrator:delete succes message,delete a survey,Stimulus,undefined
