id,path,transactional,path_length,diagram,useCase
1,User->operation selection panel->Query business by options->business list,CTRL,4,Search Business,Search Business
2,User->operation selection panel->Query business by options->business list,INT,4,Search Business,Search Business
3,User->operation selection panel->Query business by options->business,CTRL,4,Search Business,Search Business
4,User->operation selection panel->Query business by options->business,DM,4,Search Business,Search Business
5,User->operation selection panel->Query business by options->business,EI,4,Search Business,Search Business
6,User->operation selection panel->Query business by options->No result found message,CTRL,4,Search Business,Search Business
7,User->operation selection panel->Query business by options->No result found message,INT,4,Search Business,Search Business
8,User->business list->Query business information->business,CTRL,4,Search Business,Search Business
9,User->business list->Query business information->business,DM,4,Search Business,Search Business
10,User->business list->Query business information->business,EI,4,Search Business,Search Business
11,User->No result found message->redirect to search panel->operation selection panel,CTRL,4,Search Business,Search Business
12,User->No result found message->redirect to search panel->operation selection panel,INT,4,Search Business,Search Business
13,User->Home page->display selection panel->operation selection panel,CTRL,4,Search Business,Search Business
14,User->Home page->display selection panel->operation selection panel,INT,4,Search Business,Search Business
