id,element,useCase,type,component
1,User:Delete ,manage User's info,boundary,Delete
2,User:Homepage,manage User's info,control,Send Messagepage
3,User:update,manage User's info,entity,Cass Attendance Info
4,User:Add,manage User's info,boundary,Admin Info
5,User:delete,manage User's info,boundary,Delete
6,User:Manage user button,manage User's info,boundary,User Management Controller
7,User:Update,manage User's info,entity,Cass Attendance Info
8,User:add,manage User's info,boundary,Admin Info
9,Add:Update user information,manage User's info,control,User Info Management Page
10,Update user information:Database,manage User's info,entity,Cass Attendance Info
11,Delete :Update user information,manage User's info,control,User Info Management Page
12,Update user information:Homepage,manage User's info,control,Send Messagepage
13,Manage user button:Show all users,manage User's info,control,User Info Input Page
14,Show all users:Update user information,manage User's info,control,User Info Management Page
15,Update:Update user information,manage User's info,control,User Info Management Page
16,add:Update user information,manage User's info,control,User Info Management Page
17,update:Update user information,manage User's info,control,User Info Management Page
18,delete:Update user information,manage User's info,control,User Info Management Page
19,stl#User:Delete ,manage User's info,Stimulus,undefined
20,stl#User:Homepage,manage User's info,Stimulus,undefined
21,stl#User:update,manage User's info,Stimulus,undefined
22,stl#User:Add,manage User's info,Stimulus,undefined
23,stl#User:delete,manage User's info,Stimulus,undefined
24,stl#User:Manage user button,manage User's info,Stimulus,undefined
25,stl#User:Update,manage User's info,Stimulus,undefined
26,stl#User:add,manage User's info,Stimulus,undefined
