id,element,useCase,type,component
1,Volunteer coach:Login page,Record attendance,entity,LogoutButton
2,Volunteer coach:Enter attendance detail page,Record attendance,boundary,Volunteeer Coach Attendance
3,Volunteer coach:Invalid input attendance information,Record attendance,control,Team Information
4,Volunteer coach:Duplicate attendance information,Record attendance,control,Team Information
5,save attendance detail:Attendance Detail,Record attendance,control,Girl Attendance
6,save attendance detail:Duplicate attendance information,Record attendance,control,Team Information
7,Enter attendance detail page:validate input attendance info,Record attendance,control,Girl Attendance
8,validate login information:Enter attendance detail page,Record attendance,boundary,Volunteeer Coach Attendance
9,validate input attendance info:Invalid input attendance information,Record attendance,control,Team Information
10,validate login information:Login,Record attendance,entity,LogoutButton
11,Login page:validate login information,Record attendance,control,Team Information
12,validate input attendance info:save attendance detail,Record attendance,control,Girl Attendance
13,stl#Volunteer coach:Login page,Record attendance,Stimulus,undefined
14,stl#Volunteer coach:Enter attendance detail page,Record attendance,Stimulus,undefined
15,stl#Volunteer coach:Invalid input attendance information,Record attendance,Stimulus,undefined
16,stl#Volunteer coach:Duplicate attendance information,Record attendance,Stimulus,undefined
