id,path,transactional,path_length,diagram,useCase
1,User->User add button->display user add page->User add page,CTRL,4,Add users,Add users
2,User->User add button->display user add page->User add page,INT,4,Add users,Add users
3,User->User add page->save user information->User info,CTRL,4,Add users,Add users
4,User->User add page->save user information->User info,DM,4,Add users,Add users
5,User->User add page->save user information->User info,EI,4,Add users,Add users
6,User->User add page->save user information->save user information success message,CTRL,4,Add users,Add users
7,User->User add page->save user information->save user information success message,INT,4,Add users,Add users
