id,transaction,useCase,transactional, TL, DETs, TD, Arch_Diff
1,stl#User:add to cart button->User:add to cart button->add to cart button:adding product in buying list->adding product in buying list:buying list,Add item to cart,TRAN_NA,4,0,1.6666666666666667,6.666666666666667
1,stl#Admin:list of vendors->Admin:list of vendors->list of vendors:query vendor email->query vendor email:vendor,Admin email vendor,CTRL,4,0,2,8
2,stl#Admin:list of vendors->Admin:list of vendors->list of vendors:query vendor email->query vendor email:send email,Admin email vendor,CTRL,4,0,2,8
1,stl#Admin:vendor already exists message->Admin:vendor already exists message,Approve new vendors,CTRL,2,0,5,10
2,stl#Admin:Vendor approve page->Admin:Vendor approve page->Vendor approve page:add vendor into list->add vendor into list:send email with unique code,Approve new vendors,CTRL,4,0,3.6666666666666665,14.666666666666666
3,stl#Admin:Vendor approve page->Admin:Vendor approve page->Vendor approve page:add vendor into list->add vendor into list:send email with unique code,Approve new vendors,EXTCLL,4,0,3.6666666666666665,14.666666666666666
4,stl#Admin:Vendor approve page->Admin:Vendor approve page->Vendor approve page:add vendor into list->add vendor into list:send email with unique code,Approve new vendors,INT,4,0,3.6666666666666665,14.666666666666666
5,stl#Admin:Vendor approve page->Admin:Vendor approve page->Vendor approve page:add vendor into list->add vendor into list:vendor,Approve new vendors,CTRL,4,0,5,20
6,stl#Admin:Vendor approve page->Admin:Vendor approve page->Vendor approve page:add vendor into list->add vendor into list:vendor already exists message,Approve new vendors,CTRL,4,0,5,20
1,stl#Admin:product detail->Admin:product detail->product detail:change product status->change product status:notify update of product->notify update of product:update of product message,Approve pending product,CTRL,5,0,10.5,52.5
2,stl#Admin:product detail->Admin:product detail->product detail:change product status->change product status:product,Approve pending product,CTRL,4,0,13,52
3,stl#Admin:products tab->Admin:products tab->products tab:redirect to all product lists->redirect to all product lists:product list->product list:query product detail->query product detail:product detail->product detail:change product status->change product status:notify update of product->notify update of product:update of product message,Approve pending product,CTRL,9,0,10.5,94.5
4,stl#Admin:products tab->Admin:products tab->products tab:redirect to all product lists->redirect to all product lists:product list->product list:query product detail->query product detail:product detail->product detail:change product status->change product status:product,Approve pending product,CTRL,8,0,11.571428571428571,92.57142857142857
5,stl#Admin:products tab->Admin:products tab->products tab:redirect to all product lists->redirect to all product lists:product list->product list:query product detail->query product detail:product,Approve pending product,CTRL,6,0,11,66
6,stl#Admin:products tab->Admin:products tab->products tab:redirect to all product lists->redirect to all product lists:product,Approve pending product,CTRL,4,0,9.666666666666666,38.666666666666664
7,stl#Admin:product list->Admin:product list->product list:query product detail->query product detail:product detail->product detail:change product status->change product status:notify update of product->notify update of product:update of product message,Approve pending product,CTRL,7,0,11.333333333333334,79.33333333333334
8,stl#Admin:product list->Admin:product list->product list:query product detail->query product detail:product detail->product detail:change product status->change product status:product,Approve pending product,CTRL,6,0,13,78
9,stl#Admin:product list->Admin:product list->product list:query product detail->query product detail:product,Approve pending product,CTRL,4,0,13,52
10,stl#Admin:update of product message->Admin:update of product message,Approve pending product,CTRL,2,0,3,6
1,stl#Admin:list of unshipped orders->Admin:list of unshipped orders,Check order,CTRL,2,0,5,10
2,stl#Admin:unshipped orders button->Admin:unshipped orders button->unshipped orders button:query list of unshipped orders->query list of unshipped orders:orders,Check order,CTRL,4,0,5,20
3,stl#Admin:unshipped orders button->Admin:unshipped orders button->unshipped orders button:query list of unshipped orders->query list of unshipped orders:list of unshipped orders,Check order,CTRL,4,0,5,20
1,stl#third party payment:receive receipt->third party payment:receive receipt,Check out,CTRL,2,0,4,8
2,stl#third party payment:receive receipt->third party payment:receive receipt->receive receipt:generate orders->generate orders:order detail,Check out,CTRL,4,0,4,16
3,stl#third party payment:receive receipt->third party payment:receive receipt->receive receipt:generate orders->generate orders:order,Check out,CTRL,4,0,4,16
4,stl#third party payment:receive receipt->third party payment:receive receipt->receive receipt:generate orders->generate orders:clear cart item->clear cart item:cart item,Check out,TRAN_NA,5,0,3,15
5,stl#Buyer:payment info page->Buyer:payment info page->payment info page:finish payment->finish payment:third party payment,Check out,TRAN_NA,4,0,8,32
6,stl#Buyer:payment info page->Buyer:payment info page->payment info page:finish payment->finish payment:payment info page->payment info page:finish payment,Check out,TRAN_NA,5,0,8,40
7,stl#Buyer:payment method page->Buyer:payment method page->payment method page:redirect to third party payment page->redirect to third party payment page:payment info page->payment info page:finish payment->finish payment:third party payment,Check out,TRAN_NA,6,0,6.6,39.599999999999994
