id,path,transactional,path_length,diagram,useCase
1,User->forum page->load threads from db->sort by likes->like,CTRL,5,View the forum,View the forum
2,User->forum page->load threads from db->sort by likes->like,DM,5,View the forum,View the forum
3,User->forum page->load threads from db->sort by likes->like,EI,5,View the forum,View the forum
4,User->forum page->load threads from db->sort by likes->List of threads,CTRL,5,View the forum,View the forum
5,User->forum page->load threads from db->sort by likes->List of threads,INT,5,View the forum,View the forum
6,User->forum page->load threads from db->No threads available,CTRL,4,View the forum,View the forum
7,User->forum page->load threads from db->No threads available,INT,4,View the forum,View the forum
8,User->forum page->load threads from db->thread,CTRL,4,View the forum,View the forum
9,User->forum page->load threads from db->thread,DM,4,View the forum,View the forum
10,User->forum page->load threads from db->thread,EI,4,View the forum,View the forum
