id,element,type,outboundDegree,inboundDegree,diagram,useCase
1,like,entity,0,1,View the forum,View the forum,
2,thread,entity,0,1,View the forum,View the forum,
3,No threads available,boundary,0,2,View the forum,View the forum,
4,sort by likes,control,2,2,View the forum,View the forum,
5,List of threads,boundary,1,2,View the forum,View the forum,
6,load threads from db,control,3,1,View the forum,View the forum,
7,forum page,boundary,1,1,View the forum,View the forum,
8,User,actor,4,0,View the forum,View the forum,
