id,element,useCase,type,component
1,User:button state change to acceptance,Accept/Reject connection,boundary,Attachment
2,User:Accept button,Accept/Reject connection,boundary,Account
3,User:Reject button,Accept/Reject connection,control,Projects
4,Accept button:send request accept,Accept/Reject connection,control,UserRecommender
5,Reject button:send request accept,Accept/Reject connection,control,UserRecommender
6,send request accept:button state change to acceptance,Accept/Reject connection,boundary,Attachment
7,send request accept:request,Accept/Reject connection,entity,SearchResult
8,stl#User:button state change to acceptance,Accept/Reject connection,Stimulus,undefined
9,stl#User:Accept button,Accept/Reject connection,Stimulus,undefined
10,stl#User:Reject button,Accept/Reject connection,Stimulus,undefined
11,User:profile page,Accept/Reject recommendation letter,boundary,User_Profile
12,User:recommendation list,Accept/Reject recommendation letter,control,Recommendation Letter
13,User:cancel button,Accept/Reject recommendation letter,entity,Experience
14,Display recommendation letter:profile page,Accept/Reject recommendation letter,boundary,User_Profile
15,Save the selected recommendation letter:Display recommendation letter,Accept/Reject recommendation letter,control,Recommendation Letter
16,Save the selected recommendation letter:recommendation letter,Accept/Reject recommendation letter,control,Recommendation Letter
17,recommendation list:Save the selected recommendation letter,Accept/Reject recommendation letter,control,Recommendation Letter
18,cancel button:cancel selections,Accept/Reject recommendation letter,boundary,Connection
19,cancel selections:recommendation list,Accept/Reject recommendation letter,control,Recommendation Letter
20,stl#User:profile page,Accept/Reject recommendation letter,Stimulus,undefined
21,stl#User:recommendation list,Accept/Reject recommendation letter,Stimulus,undefined
22,stl#User:cancel button,Accept/Reject recommendation letter,Stimulus,undefined
23,User:invalid search string,Advanced Search Functionality,actor,SearchEngine
24,User:No matched results,Advanced Search Functionality,entity,SearchResult
25,User:empty list of search results,Advanced Search Functionality,entity,SearchResult
26,User:advanced search page,Advanced Search Functionality,control,CompanySearch
27,User:Matched results,Advanced Search Functionality,entity,SearchResult
28,User:advanced search button,Advanced Search Functionality,control,CompanySearch
29,SQl injection protection:Matched results,Advanced Search Functionality,entity,SearchResult
30,SQl injection protection:No matched results,Advanced Search Functionality,entity,SearchResult
31,SQl injection protection:empty list of search results,Advanced Search Functionality,entity,SearchResult
32,SQl injection protection:group,Advanced Search Functionality,entity,Group
33,SQl injection protection:company,Advanced Search Functionality,entity,Company
34,SQl injection protection:people,Advanced Search Functionality,entity,people
35,SQl injection protection:sql injection protection,Advanced Search Functionality,boundary,Connection
36,search people company group by options:SQl injection protection,Advanced Search Functionality,boundary,Connection
37,advanced search button:redirected to advanced search page,Advanced Search Functionality,control,CompanySearch
38,advanced search page:check validity of search string,Advanced Search Functionality,control,IndividualSearch
39,redirected to advanced search page:advanced search page,Advanced Search Functionality,control,CompanySearch
40,check validity of search string:search people company group by options,Advanced Search Functionality,control,CompanySearch
41,check validity of search string:invalid search string,Advanced Search Functionality,actor,SearchEngine
42,sql injection protection:check validity of search string,Advanced Search Functionality,control,IndividualSearch
43,stl#User:invalid search string,Advanced Search Functionality,Stimulus,undefined
44,stl#User:No matched results,Advanced Search Functionality,Stimulus,undefined
45,stl#User:empty list of search results,Advanced Search Functionality,Stimulus,undefined
46,stl#User:advanced search page,Advanced Search Functionality,Stimulus,undefined
47,stl#User:Matched results,Advanced Search Functionality,Stimulus,undefined
48,stl#User:advanced search button,Advanced Search Functionality,Stimulus,undefined
49,User:Remove button,Cancel Connection,control,Recommendation Letter
50,User:Remove button,Cancel Connection,control,Recommendation Letter
51,User:button state change to acceptance,Cancel Connection,boundary,Attachment
52,User:Confirmation dialog,Cancel Connection,boundary,AdditionalInfo
53,Confirmation dialog:remove connection between users,Cancel Connection,boundary,Connection
54,Confirmation dialog:Redirect to connection list,Cancel Connection,boundary,Connection
55,show up confirmation dialog:Confirmation dialog,Cancel Connection,boundary,AdditionalInfo
56,Redirect to connection list:Remove button,Cancel Connection,control,Recommendation Letter
57,Remove button:show up confirmation dialog,Cancel Connection,control,ConnectionUpdate
58,remove connection between users:connection,Cancel Connection,boundary,Connection
59,stl#User:Remove button,Cancel Connection,Stimulus,undefined
60,stl#User:Remove button,Cancel Connection,Stimulus,undefined
61,stl#User:button state change to acceptance,Cancel Connection,Stimulus,undefined
62,stl#User:Confirmation dialog,Cancel Connection,Stimulus,undefined
63,User:Comment link,Comment on a post,boundary,Comment
64,User:commenting box,Comment on a post,boundary,Comment
65,User:No comments available on update,Comment on a post,control,Recommendation Letter
66,User: comment list,Comment on a post,boundary,Comment
67, comment list:display commenting box,Comment on a post,boundary,Comment
68,order comments: comment list,Comment on a post,boundary,Comment
69,Comment link:query comments based on update,Comment on a post,control,Recommendation Letter
70,Save comments:Invitation,Comment on a post,entity,Invitation
71,query comments based on update:No comments available on update,Comment on a post,control,Recommendation Letter
72,Save comments:query comments based on update,Comment on a post,control,Recommendation Letter
73,Save comments:comments,Comment on a post,boundary,Comment
74,commenting box:Save comments,Comment on a post,boundary,Comment
75,display commenting box:commenting box,Comment on a post,boundary,Comment
76,query comments based on update:comments,Comment on a post,boundary,Comment
77,query comments based on update:order comments,Comment on a post,boundary,Comment
78,stl#User:Comment link,Comment on a post,Stimulus,undefined
79,stl#User:commenting box,Comment on a post,Stimulus,undefined
80,stl#User:No comments available on update,Comment on a post,Stimulus,undefined
81,stl#User: comment list,Comment on a post,Stimulus,undefined
82,User:group create form,Create Group,entity,Group
83,User:Information input is not valid,Create Group,boundary,AdditionalInfo
84,User:Group list page,Create Group,entity,Group
85,User:Group page,Create Group,entity,Group
86,cancel group creation:Group list page,Create Group,entity,Group
87,Save group information:Group page,Create Group,entity,Group
88,validate input group information:Information input is not valid,Create Group,boundary,AdditionalInfo
89,Save group information:group,Create Group,entity,Group
90,validate input group information:Save group information,Create Group,boundary,AdditionalInfo
91,group create form:cancel group creation,Create Group,entity,Group
92,group create form:validate input group information,Create Group,boundary,AdditionalInfo
93,stl#User:group create form,Create Group,Stimulus,undefined
