id,element,useCase,type,component
1,User: choose to edit or alter an already existing task,Edit tasks from ttBox,control,User Settings
2,User:Homepage,Edit tasks from ttBox,boundary,Homepage
3,User:choose to edit or alter an already existing task,Edit tasks from ttBox,control,User Settings
4,User:enters upto 5 tasks page,Edit tasks from ttBox,boundary,personal legend
5,User:choose to edit  an already existing task,Edit tasks from ttBox,control,User Settings
6,User:Homepage,Edit tasks from ttBox,boundary,Homepage
7,User:Homepage,Edit tasks from ttBox,boundary,Homepage
8,User:Edit task page,Edit tasks from ttBox,boundary,Homepage
9, choose to edit or alter an already existing task:display tasks page,Edit tasks from ttBox,boundary,Homepage
10,Edit task page:Show confirmation page,Edit tasks from ttBox,boundary,Homepage
11,Edit task page:Edit task page,Edit tasks from ttBox,boundary,Homepage
12,Show confirmation page:Edit task page,Edit tasks from ttBox,boundary,Homepage
13,display tasks page:Homepage,Edit tasks from ttBox,boundary,Homepage
14,show confirmation page:Homepage,Edit tasks from ttBox,boundary,Homepage
15,Show confirmation:Homepage,Edit tasks from ttBox,boundary,Homepage
16,Show confirmation page:Homepage,Edit tasks from ttBox,boundary,Homepage
17,Show confirmation:Task db,Edit tasks from ttBox,entity,status
18,user will be prompted to enter sacrifices:Show confirmation,Edit tasks from ttBox,control,Honor_Code
19,Show confirmation page:task db,Edit tasks from ttBox,entity,status
20,user will be prompted to enter sacrifices:Task db,Edit tasks from ttBox,entity,status
21,display tasks page:Task db,Edit tasks from ttBox,entity,status
22,choose to edit or alter an already existing task:Task db,Edit tasks from ttBox,entity,status
23,choose to edit  an already existing task:Task db,Edit tasks from ttBox,entity,status
24,choose to edit  an already existing task:show confirmation page,Edit tasks from ttBox,boundary,Homepage
25,choose to edit or alter an already existing task:show confirmation page,Edit tasks from ttBox,boundary,Homepage
26,display tasks page:enters upto 5 tasks page,Edit tasks from ttBox,boundary,personal legend
27,user will be prompted to enter sacrifices:display tasks page,Edit tasks from ttBox,boundary,Homepage
28,entered tasks will be displayed in the ttBox :user will be prompted to enter sacrifices,Edit tasks from ttBox,control,Sacrifices
29,enters upto 5 tasks page:entered tasks will be displayed in the ttBox ,Edit tasks from ttBox,control,ttBox
30,stl#User: choose to edit or alter an already existing task,Edit tasks from ttBox,Stimulus,undefined
31,stl#User:Homepage,Edit tasks from ttBox,Stimulus,undefined
32,stl#User:choose to edit or alter an already existing task,Edit tasks from ttBox,Stimulus,undefined
33,stl#User:enters upto 5 tasks page,Edit tasks from ttBox,Stimulus,undefined
34,stl#User:choose to edit  an already existing task,Edit tasks from ttBox,Stimulus,undefined
35,stl#User:Homepage,Edit tasks from ttBox,Stimulus,undefined
36,stl#User:Homepage,Edit tasks from ttBox,Stimulus,undefined
37,stl#User:Edit task page,Edit tasks from ttBox,Stimulus,undefined
