id,element,useCase,type,component
1,User:saved unsuccessfully message,Email subscription,boundary,email message requesting referral
2,User:subscribe for notification button,Email subscription,actor,Email Subscription Preference
3,User:invalid email address message,Email subscription,boundary,email message requesting referral
4,save preferences for subscription:account,Email subscription,entity,System Boundary
5,save preferences for subscription:invalid email address message,Email subscription,boundary,email message requesting referral
6,save preferences for subscription:saved unsuccessfully message,Email subscription,boundary,email message requesting referral
7,subscribe for notification button:save preferences for subscription,Email subscription,actor,Email Subscription Preference
8,stl#User:saved unsuccessfully message,Email subscription,Stimulus,undefined
9,stl#User:subscribe for notification button,Email subscription,Stimulus,undefined
10,stl#User:invalid email address message,Email subscription,Stimulus,undefined
