RELY,DATA,CPLX,RUSE,PVOL,ACAP,APEX,AA,PR,TSL,Phase,ISS_Num_Resolved,ISS_Num_Unresolved,Personnel,Estimated Effort,Accu_Trivial,Accu_Minor,Accu_Major,Accu_Critical,Accu_Block,Csmell,Svul
1,1.14,1,0.95,0.87,0.85,1,0.1,0.4,0.4,2,281,568,8,768,0,2,8,0,0,1023.308757,23.70530007
