NUM,UC,Tran_Num,Activity_Num,Actor_Num,Component_num,Boundary_Num,Control_Num,Entity_Num,EI,EQ,INT,DM,CTRL,EXTIVK,EXTCLL,TRAN_NA,NT,Avg_TL,Avg_TD, Avg_TC, Avg_DETs, Arch_Diff,EI,EO,EQ,FN,NI,NE,EXT,ERY,RED,WRT,SWTI,SWTII,SWTIII
1,UC10: Create blog,5,12,0,9,0,3,6,0,0,0,0,1,0,0,4,1,24,4.526315789473684,19,4,108.63157894736841,0,0,16,5,5,5,5,5,5,5,5.074,14.1663,9.216
2,UC11: write comments,7,13,0,10,2,7,1,1,0,0,1,3,0,1,4,3,11.333333333333334,4.592592592592593,9,1.6666666666666667,52.04938271604939,0,0,24,7,7,7,7,7,7,7,7.1036,20.1253,13.2881
3,UC12: Search product,8,14,0,11,0,10,1,3,0,0,3,8,0,3,0,8,4.75,3.8,3.75,0.875,18.05,0,0,25,8,8,8,8,8,8,8,8.1184,16.417399999999997,12.1084
4,UC13: Check Information,7,18,0,13,1,11,1,2,0,0,2,6,0,2,1,6,5,3.608695652173913,3.8333333333333335,1.3333333333333333,18.043478260869566,0,0,25,7,7,7,7,7,7,7,7.1036,13.47,10.0486
5,UC14: Approve new venders,2,6,0,4,0,4,0,0,0,0,0,2,0,0,0,2,3,2,2,0.5,6,0,0,7,2,2,2,2,2,2,2,2.0296,2.148,2.3336
6,UC15: Manage venders,5,18,0,13,3,10,0,0,0,0,0,3,0,0,2,3,8,2.8421052631578947,6.333333333333333,1.3333333333333333,22.736842105263158,0,0,16,5,5,5,5,5,5,5,5.074,8.4477,6.7745
7,UC16: Manage account setting,9,19,0,14,2,11,1,1,0,0,1,5,0,1,4,5,7.8,4.5,6,1.4,35.1,0,0,29,9,9,9,9,9,9,9,9.133199999999999,20.474899999999998,15.7167
8,UC17: Newsletter,8,19,0,14,1,13,0,0,0,0,0,6,0,0,2,6,6.5,8.774193548387096,5.166666666666667,0.8333333333333334,57.03225806451613,0,0,28,8,8,8,8,8,8,8,8.1184,39.2624,21.531899999999997
9,UC18: Apprive pending products,8,19,0,14,5,9,0,0,0,0,0,1,0,0,7,1,39,4.516129032258065,31,9,176.12903225806454,0,0,25,8,8,8,8,8,8,8,8.1184,21.5761,14.658399999999999
10,UC19: Email,2,6,0,4,0,4,0,0,0,0,0,2,0,0,0,2,3,2.5,2,0.5,7.5,0,0,7,2,2,2,2,2,2,2,2.0296,2.148,2.3336
11,UC1:Login,2,7,0,5,1,4,0,0,0,0,0,1,0,0,1,1,7,1.4,5,2,9.799999999999999,0,0,7,2,2,2,2,2,2,2,2.0296,2.2497,2.3811
12,UC4: Vender Registratoin,2,7,0,5,1,4,0,0,0,0,0,1,0,0,1,1,7,1.8,5,1,12.6,0,0,7,2,2,2,2,2,2,2,2.0296,2.2497,2.3811
13,UC5: Manage cart,2,7,0,5,1,3,1,0,0,0,0,1,0,0,1,1,7,2.2,5,1,15.400000000000002,0,0,7,2,2,2,2,2,2,2,2.0296,2.2497,2.3811
14,UC6: Check out,3,11,0,8,0,8,0,0,0,0,0,3,0,0,0,3,4.333333333333333,3.6,3.3333333333333335,0.6666666666666666,15.6,0,0,10,3,3,3,3,3,3,3,3.0443999999999996,6.0321,4.4409
15,UC7: Edit Product,5,12,0,9,0,8,1,2,0,0,2,5,0,2,0,5,4.8,3.0526315789473686,3.8,1.2,14.652631578947368,0,0,18,5,5,5,5,5,5,5,5.074,8.2818,6.023999999999999
16,UC8: Create product,5,12,0,9,0,8,1,2,0,0,2,5,0,2,0,5,4.8,3.0526315789473686,3.8,1.2,14.652631578947368,0,0,18,5,5,5,5,5,5,5,5.074,8.2818,6.023999999999999
17,UC9: Delete product,5,12,0,9,1,7,1,1,0,0,1,3,0,1,2,3,8,2.6315789473684212,6.333333333333333,1.3333333333333333,21.05263157894737,0,0,16,5,5,5,5,5,5,5,5.074,7.4468,6.024
18,UC: 2 Logout,2,7,0,5,1,4,0,0,0,0,0,1,0,0,1,1,7,2.2,5,0,15.400000000000002,0,0,8,2,2,2,2,2,2,2,2.0296,2.2497,2.3811
