NUM,PROJ,UseCase_Num,Tran_Num,Activity_Num,Component_Num,Precedence_Num,Stimulus_Num,Tran_Num,UseCase_Num,Activity_Num,Actor_Num,Avg_Actor,Boundary_Num,ControlNum,Entity_Num,Component_num,Attribute_num,Operation_num,class_num,Top_Level_Classes,Average_Depth_Inheritance_Tree,Average_Number_Of_Children_Per_Base_Class,Number_Of_Inheritance_Relationships,Depth_Inheritance_Tree,para_num,usage_num,real_num,assoc_num,externaloper_num,objectdata_num,avg_operation,avg_attribute,avg_parameter,avg_usage,avg_real,avg_assoc,avg_instVar,weightedoper_num,method_size,EI,EQ,INT,DM,CTRL,EXTIVK,EXTCLL,TRAN_NA,NT,Avg_TL,Avg_TD,Arch_Diff,DET,RET,ILF,EIF,EI,EO,EQ,FN,IFPUG,NI,NE,MKII,EXT,ERY,RED,WRT,COSMIC,Type,Effort_Norm,Norm_Factor,KSLOC,Effort,UAW,TCF,EF,Simple_UC, Average_UC, Complex_UC, Effort_Norm_UCP, Effort_Norm_COCOMO, UUCP, UCP,EUCP,EXUCP,DUCP,SWTI,SWTII,SWTIII,NOET,NOAAE,NORT,NEM,NSR,NOA,NOS,WMC,MPC,DIT,NIVPC,NUMS,RR,NTLC,ANWMC,ADIT,NOCPBC,EIF,ILF,DET,FTR,NT,NOC,NOA,NOA,NOUC,NOR,ANAPUC,ANRPUC,UCP,NOC,NOIR,NOUR,NORR,NOM,NOP,NOCAL,NOASSOC,ANMC,ANPC,ANCAC,ANASSOCC,ANRELC,NOC,NOAPC,NODET,NORET,NOA,NOMPC,NPPM,NMT,Num_User_Story, Num_Tasks, project_manager_estimate, developer_estimate
1,f15a_NICE_2018-11-22@1545551707459,18,87,219,14,186,58,87,36,219,0,0,19,256,14,161,0,67,14,14,0,0,0,0,0,0,2,205,14,0,4.785714285714286,0,0,0,0.14285714285714285,14.642857142857142,0,4.199999999999999,0,7,0,0,7,28,0,7,29,28,10.571428571428571,37.357142857142854,394.91836734693874,0,14,100,28,0,0,293,87,421,87,87,198.51999999999998,87,87,87,87,348,Unknown,NA,NA,NA,NA,0,1,1,7,5,6,0,0,175,175,88.2876,197.27739999999997,140.0471,88.2876,197.27739999999997,140.0471,14,0,207,14,14,205,18,4.199999999999999,4.785714285714286,0,0,0,0,14,0.29999999999999993,0,0,0,0,0,0,2,14,205,205,18,0,0,0,0,14,0,0,2,67,0,0,205,4.785714285714286,0,0,29.285714285714285,29.285714285714285,14,0,14,14,205,205,0,67,0,0,0,0
