id,element,useCase,type,component
1,User:validate fail message,reset case,boundary,descriptionshouldnotbeblankmessage
2,User:"reset password" button,reset case,control,Rest password
3,User:case manage page,reset case,boundary,Case Manager
4,User:unauthorized action information,reset case,control,Use information
5,User:password reset page,reset case,control,Rest password
6,"reset password" button:validate the role of user,reset case,control,Limited User
7,"reset password" button:validate the role of user,reset case,control,Limited User
8,validate the role of user:User information,reset case,control,Use information
9,update the password to datebase:User information,reset case,control,Use information
10,validate the role of user:User information,reset case,control,Use information
11,Validate the information from password reset page:validate fail message,reset case,boundary,descriptionshouldnotbeblankmessage
12,Validate the information from password reset page:update the password to datebase,reset case,control,Rest password
13,password reset page:Validate the information from password reset page,reset case,boundary,Case information
14,update the password to datebase:case manage page,reset case,boundary,Case Manager
15,return password reset page:password reset page,reset case,control,Rest password
16,update the password to datebase:reset success message,reset case,boundary,Case Management
17,validate the role of user:return password reset page,reset case,control,Rest password
18,validate the role of user:return password reset page,reset case,control,Rest password
19,validate the role of user:unauthorized action information,reset case,control,Use information
20,validate the role of user:unauthorized action information,reset case,control,Use information
21,stl#User:validate fail message,reset case,Stimulus,undefined
22,stl#User:"reset password" button,reset case,Stimulus,undefined
23,stl#User:case manage page,reset case,Stimulus,undefined
24,stl#User:unauthorized action information,reset case,Stimulus,undefined
25,stl#User:password reset page,reset case,Stimulus,undefined
