id,path,functional,transactional,path_length, boundry_num, control_num, entity_num, actor_num, diagram,useCase
1,User->Order history button->retrieve order history->order,EI,CTRL|DM|EI,4,undefined,1,1,1,View order history,View order history
2,User->Order history button->retrieve order history->no order history page,EQ,CTRL|INT,4,undefined,1,0,1,View order history,View order history
3,User->Order history button->retrieve order history->order history list,EQ,CTRL|INT,4,undefined,1,0,1,View order history,View order history
