id, function, functional, DET, FTR, boundaries, controls, entities, typeStr
1,User:Homepage,EQ,0,1,1,0,0,boundary
2,User:Catagory page-->Catagory page:Validate values-->Validate values:Update the database-->Update the database:Display update information-->Display update information:Homepage,EQ,1,5,2,3,0,boundary->control->control->control->boundary
3,User:Catagory page-->Catagory page:Validate values-->Validate values:Update the database-->Update the database:Display update information-->Display update information:Catagory page-->Catagory page:Validate values,EQ,1,6,2,4,0,boundary->control->control->control->boundary->control
4,User:Product select page-->Product select page:Validate values-->Validate values:Update database-->Update database:Display update confirmation-->Display update confirmation:Homepage,EQ,1,5,2,3,0,boundary->control->control->control->boundary
5,User:Product select page-->Product select page:Validate values-->Validate values:Update database-->Update database:Display update confirmation-->Display update confirmation:Product select page-->Product select page:Validate values,EQ,0,6,2,4,0,boundary->control->control->control->boundary->control
6,User:Send Page-->Send Page:Display approval confirmation-->Display approval confirmation:Update database-->Update database:Make report visible-->Make report visible:Display transfer confirmation -->Display transfer confirmation :Employee select page-->Employee select page:Display approval confirmation-->Display approval confirmation:Update database,EQ,3,8,2,6,0,boundary->control->control->control->control->boundary->control->control
7,User:Send Page-->Send Page:Display approval confirmation-->Display approval confirmation:Update database-->Update database:Make report visible-->Make report visible:Display transfer confirmation -->Display transfer confirmation :Homepage,EQ,2,6,2,4,0,boundary->control->control->control->control->boundary
8,User:Send Page-->Send Page:Display approval confirmation-->Display approval confirmation:Update database,EI,1,3,1,2,0,boundary->control->control
9,User:Employee select page-->Employee select page:Display approval confirmation-->Display approval confirmation:Update database-->Update database:Make report visible-->Make report visible:Display transfer confirmation -->Display transfer confirmation :Employee select page-->Employee select page:Display approval confirmation,EQ,3,7,2,5,0,boundary->control->control->control->control->boundary->control
10,User:Employee select page-->Employee select page:Display approval confirmation-->Display approval confirmation:Update database-->Update database:Make report visible-->Make report visible:Display transfer confirmation -->Display transfer confirmation :Homepage,EQ,3,6,2,4,0,boundary->control->control->control->control->boundary
11,User:Employee select page-->Employee select page:Display approval confirmation-->Display approval confirmation:Update database,EI,2,3,1,2,0,boundary->control->control
12,User:Timesheet select page-->Timesheet select page:Validate entries-->Validate entries:Give Saving confirmation-->Give Saving confirmation:Update datebase-->Update datebase:Create APD formate-->Create APD formate:Homepage,EQ,3,6,2,4,0,boundary->control->control->control->control->boundary
13,User:Timesheet select page-->Timesheet select page:Validate entries-->Validate entries:Give Saving confirmation-->Give Saving confirmation:Update datebase-->Update datebase:Create APD formate-->Create APD formate:Timesheet select page-->Timesheet select page:Validate entries,EQ,3,7,2,5,0,boundary->control->control->control->control->boundary->control
14,User:ADP format saving page-->ADP format saving page:Update datebase-->Update datebase:Create APD formate-->Create APD formate:Homepage,EQ,2,4,2,2,0,boundary->control->control->boundary
