id,element,useCase,type,outboundDegree,inboundDegree
1,User:user management page,Create high-level user,0,undefined,undefined
2,User:User Management Button,Create high-level user,0,undefined,undefined
3,User:information invalid message,Create high-level user,0,undefined,undefined
4,User:create user information page,Create high-level user,0,undefined,undefined
5,User:unauthorized error message,Create high-level user,0,undefined,undefined
6,insert user info:User,Create high-level user,0,undefined,undefined
7,User Management Button:validate role of user,Create high-level user,0,undefined,undefined
8,create user information page:validate input information,Create high-level user,0,undefined,undefined
9,create user information page:create user information page,Create high-level user,0,undefined,undefined
10,user management page:create user information page,Create high-level user,0,undefined,undefined
11,validate input information:information invalid message,Create high-level user,0,undefined,undefined
12,validate input information:insert user info,Create high-level user,0,undefined,undefined
13,validate role of user:role,Create high-level user,0,undefined,undefined
14,validate role of user:unauthorized error message,Create high-level user,0,undefined,undefined
15,validate role of user:user management page,Create high-level user,0,undefined,undefined
16,stl#User:user management page,Create high-level user,0,undefined,undefined
17,stl#User:User Management Button,Create high-level user,0,undefined,undefined
18,stl#User:information invalid message,Create high-level user,0,undefined,undefined
19,stl#User:create user information page,Create high-level user,0,undefined,undefined
20,stl#User:unauthorized error message,Create high-level user,0,undefined,undefined
