id,element,useCase,type,outboundDegree,inboundDegree
1,Actor:Event Screen,Delete Photos in Event if Owner,0,undefined,undefined
2,Actor:Delete Photo Model,Delete Photos in Event if Owner,0,undefined,undefined
3,Delete Photo Model:Handle Photo Deletion,Delete Photos in Event if Owner,0,undefined,undefined
4,Delete Photo Model:Dismiss Delete Photo Model,Delete Photos in Event if Owner,0,undefined,undefined
5,Handle Deletion Error:Delete Photo Model,Delete Photos in Event if Owner,0,undefined,undefined
6,User:Delete Photo Model,Delete Photos in Event if Owner,0,undefined,undefined
7,Display Deelete Photo Model:Delete Photo Model,Delete Photos in Event if Owner,0,undefined,undefined
8,Event Screen:Dismiss Delete Photo Model,Delete Photos in Event if Owner,0,undefined,undefined
9,Toggle Delete Mode:Display Deelete Photo Model,Delete Photos in Event if Owner,0,undefined,undefined
10,Handle Photo Deletion:Event,Delete Photos in Event if Owner,0,undefined,undefined
11,Event Screen:Toggle Delete Mode,Delete Photos in Event if Owner,0,undefined,undefined
12,User:Event Screen,Delete Photos in Event if Owner,0,undefined,undefined
13,Toggle Off Delete Mode:Event Screen,Delete Photos in Event if Owner,0,undefined,undefined
14,Handle Photo Deletion:Handle Deletion Error,Delete Photos in Event if Owner,0,undefined,undefined
15,Handle Photo Deletion:Photo Collection,Delete Photos in Event if Owner,0,undefined,undefined
16,stl#Actor:Event Screen,Delete Photos in Event if Owner,0,undefined,undefined
17,stl#Actor:Delete Photo Model,Delete Photos in Event if Owner,0,undefined,undefined
18,stl#User:Delete Photo Model,Delete Photos in Event if Owner,0,undefined,undefined
19,stl#User:Event Screen,Delete Photos in Event if Owner,0,undefined,undefined
