id,transaction,useCase,transaction_length, boundry_num, control_num, entity_num, actor_num
1,stl#Student:image gallery page->Student:image gallery page,view image gallery,2,0,1,0,0
2,stl#Student:the image gallery link on the home page->Student:the image gallery link on the home page->the image gallery link on the home page:Display image gallery page->Display image gallery page:image gallery page,view image gallery,4,0,3,0,0
