id,element,useCase,type,component
1,User:View and RSVP for events page,View and RSVP for events,control,Event Image
2,User:Homepage,View and RSVP for events,control,Event Image
3,Show confirmation page:Homepage,View and RSVP for events,control,Event Image
4,Show confirmation page:View and RSVP for events page,View and RSVP for events,control,Event Image
5,select pages of upcoming events:Show confirmation page,View and RSVP for events,control,Job Application Form 
6,View and RSVP for events page:select pages of upcoming events,View and RSVP for events,control,Event Image
7,stl#User:View and RSVP for events page,View and RSVP for events,Stimulus,undefined
8,stl#User:Homepage,View and RSVP for events,Stimulus,undefined
