id,path,functional,transactional,path_length,diagram,useCase
1,Test Coupon->Generate Test Coupon->Partner's Mobile->Open Coupon Page,FUNC_NA,TRAN_NA,undefined,Test Coupon,Test Coupon
2,FT->Coupon Page->Redeem Coupon->Coupon Database,EI,CTRL|DM|EI,undefined,Test Coupon,Test Coupon
3,FT->Coupon Page->Save coupon for later->Partner's Mobile->Open Coupon Page,FUNC_NA,TRAN_NA,undefined,Test Coupon,Test Coupon
4,FT->Coupon Redeemed->Coupon Validator->Coupon Database,EI,CTRL|DM|EI,undefined,Test Coupon,Test Coupon
5,FT->Coupon Invalid->Coupon Validator->Coupon Database,EI,CTRL|DM|EI,undefined,Test Coupon,Test Coupon
