id,element,useCase,type,component
1,administrator:insert success,add markers,boundary,Mobile Service
2,administrator:error message for over 500 characters,add markers,boundary,errormessageforover500characters
3,administrator:map of selected paths,add markers,boundary,Map
4,insert the comment:comment,add markers,control,HomeScreen
5,comment text over map:insert the comment,add markers,control,HomeScreen
6,display comment box over map:comment text over map,add markers,control,Survey Management
7,display comment box over map:question list,add markers,boundary,Question Screen
8,map of selected paths:display comment box over map,add markers,control,Survey Management
9,display question:question list,add markers,boundary,Question Screen
10,display question:insert success,add markers,boundary,Mobile Service
11,insert the comment:display question,add markers,boundary,Question Screen
12,insert the comment:error message for over 500 characters,add markers,boundary,errormessageforover500characters
13,insert the comment:insert success,add markers,boundary,Mobile Service
14,stl#administrator:insert success,add markers,Stimulus,undefined
15,stl#administrator:error message for over 500 characters,add markers,Stimulus,undefined
16,stl#administrator:map of selected paths,add markers,Stimulus,undefined
