id,path,functional,transactional,path_length, boundry_num, control_num, entity_num, actor_num, diagram,useCase
1,User->list of gateway->popup gateway name edit page->gateway name edit page,EQ,CTRL|INT,4,undefined,1,0,1,Assign gateways names,Assign gateways names
2,User->list of gateway->popup gateway name edit page->gateway,EI,CTRL|DM|EI,4,undefined,1,1,1,Assign gateways names,Assign gateways names
3,User->gateway name edit page->save gateway name to DB->gateway,EI,CTRL|DM|EI,4,undefined,1,1,1,Assign gateways names,Assign gateways names
4,User->gateway name edit page->save gateway name to DB->display error message->Error message when saving name,EQ,CTRL|INT,5,undefined,2,0,1,Assign gateways names,Assign gateways names
