id,path,functional,transactional,path_length, boundry_num, control_num, entity_num, actor_num, diagram,useCase
1,Admin->Course management page->verify course information->save course info->course,EI,CTRL|DM|EI,5,undefined,2,1,1,Modify course,Modify course
2,Admin->Course management page->verify course information->Invalid course information,EQ,CTRL|INT,4,undefined,1,0,1,Modify course,Modify course
3,Admin->Course management page->Redirect to home page->home page,EQ,CTRL|INT,4,undefined,1,0,1,Modify course,Modify course
