id,element,useCase,type,component
1,Admin:unshipped orders button,Check order,control,Order
2,Admin:list of unshipped orders,Check order,control,Order
3,query list of unshipped orders:list of unshipped orders,Check order,control,Order
4,query list of unshipped orders:orders,Check order,control,Order
5,unshipped orders button:query list of unshipped orders,Check order,control,Order
6,stl#Admin:unshipped orders button,Check order,Stimulus,undefined
7,stl#Admin:list of unshipped orders,Check order,Stimulus,undefined
