id,element,useCase,type,outboundDegree,inboundDegree
1,EA_Activity1,Use Case3,0,undefined,undefined
2,fork,Use Case3,0,undefined,undefined
3,Validate User Information,Use Case3,0,undefined,undefined
4,Input Username and Password,Use Case3,0,undefined,undefined
5,Activity2,Use Case3,0,undefined,undefined
